id,fold,subject,true_type,pred_type,correct,prob_action,prob_memory,prob_plan,prob_planning,prob_reflection,prob_system
Qwen3-8B_012_memory_b001_t00_e02-8d639e26,4,gaia,planning,system,0,0.00242381259458581,5.045045698674497e-05,0.09149703515941378,0.28640090902642984,0.08792706638534507,0.5317007263772388
Qwen3-8B_013_memory_b001_t00_e03-21a3a421,3,gaia,reflection,reflection,1,0.0025925640533023078,0.01577361439439644,3.0701428674594195e-06,0.0007321608357769532,0.9808928361889558,5.754384700909528e-06
Qwen3-8B_014_memory_b001_t00_e04-5e8c1dcf,2,gaia,reflection,planning,0,0.00027963023875702446,2.551345540846542e-05,3.005972541831809e-09,0.9996808110378329,9.10149539659408e-06,4.9407666326115725e-06
Qwen3-8B_015_memory_b001_t00_e05-c9015705,1,gaia,reflection,reflection,1,0.007340915203296354,0.017554783190093695,0.00011356691310667453,0.00010596013230411833,0.9681083665247888,0.0067764080364102405
Qwen3-8B_017_memory_b001_t00_e07-f5b5d66a,0,gaia,planning,reflection,0,1.108777456994028e-05,2.6692372231401658e-05,1.0310889220220945e-07,0.2034502616109838,0.7962186573570574,0.00029319777626523734
GPT-4o_001_chat_b000_t00_e00-d3248f80,1,webshop,plan,system,0,0.010644420855706141,0.041167331590902065,0.15711156799639148,0.009373163984667882,0.3218632579857333,0.4598402575865991
GPT-4o_002_chat_b000_t00_e01-5b8f974f,0,webshop,reflection,action,0,0.6789098456446652,0.0020129814385128728,0.27064097323605374,0.02857711385925395,0.013174644903983169,0.006684440917530981
GPT-4o_003_chat_b000_t00_e02-1e119842,4,webshop,system,plan,0,0.03770926967031724,0.006210330973325502,0.8962997753702221,0.035484451947335315,0.018707761240326738,0.005588410798473158
GPT-4o_004_chat_b000_t00_e03-21a3a421,0,webshop,reflection,plan,0,0.13350434679729403,0.006698972014068198,0.6739616170193258,0.001530941400561462,0.18331831397982115,0.0009858087889293141
GPT-4o_005_chat_b000_t00_e04-7e3c13ba,1,webshop,plan,plan,1,0.14984435165504453,0.11279245341429449,0.6894379130487467,0.0006531897513861462,0.012568574456592685,0.034703517673935334
GPT-4o_006_chat_b000_t00_e05-996588dc,3,webshop,plan,plan,1,0.21301472836715887,0.0012534838933890755,0.7047651247851157,0.0015132512536587244,0.07914178296350192,0.0003116287371758496
GPT-4o_007_chat_b000_t00_e06-a15c0dc2,1,webshop,reflection,reflection,1,6.975857409432272e-05,0.21843910711684128,0.06735347238583655,0.006897961203656572,0.6832663175182826,0.02397338320128862
GPT-4o_008_chat_b000_t00_e07-d50ae81f,4,webshop,plan,memory,0,0.014745442304281861,0.72156364392047,0.17098131081449866,0.00017159933701116554,0.01024547786717297,0.08229252575656539
GPT-4o_009_chat_b000_t00_e08-6a7bac22,0,webshop,plan,action,0,0.9152592371093209,0.00578806184699097,0.06866268506839547,0.0049430546672974566,0.0038586860694941405,0.001488275238501091
GPT-4o_010_chat_b000_t00_e09-f0557a9f,2,webshop,memory,reflection,0,0.09443989257472782,0.255414329590792,0.0009904229219950067,9.834220535457448e-05,0.6490464527243138,1.0559982816725e-05
GPT-4o_011_chat_b000_t00_e10-69d80a84,3,webshop,plan,plan,1,0.09943428332243813,0.1919882361219958,0.4552555599942115,0.0007288232747061996,0.24814416345838988,0.00444893382825838
GPT-4o_012_chat_b000_t00_e11-1cc61441,2,webshop,plan,plan,1,0.0029996077117755105,0.034327745731763545,0.9251475868071402,0.000262181898043013,0.028058065786114764,0.009204812065163095
GPT-4o_013_chat_b000_t00_e12-f27d2887,0,webshop,memory,plan,0,0.00013586573947091223,0.10962403731892478,0.8509993466110292,0.00016927516102115795,0.013038272774312283,0.026033202395241765
GPT-4o_014_chat_b000_t00_e13-c39f2c41,3,webshop,memory,plan,0,0.16775179286846384,0.025034377821955042,0.5337169134955954,0.05499631428720483,0.15640230567091803,0.06209829585586306
GPT-4o_015_chat_b000_t00_e14-1d03d2d8,4,webshop,memory,reflection,0,0.09865495564890787,0.07459277450285938,0.15137646919272402,0.12825670816401558,0.2898964328350157,0.2572226596564773
Llama3.3-70B-Turbo_004_webshop_task_004,0,webshop,memory,reflection,0,0.07244342848598331,0.0013092576982845537,0.08216340162802996,0.025135294740597194,0.8160246456956229,0.0029239717514819843
Llama3.3-70B-Turbo_005_webshop_task_005,4,webshop,system,system,1,0.011029093716461933,0.0164468199652088,0.16740137823411425,0.004816841663615948,0.3105414111587637,0.48976445526183543
Llama3.3-70B-Turbo_006_webshop_task_006,4,webshop,memory,plan,0,0.3446833630006928,0.006493282314507565,0.6070574128229507,0.002224800212150809,0.030998146847008096,0.008542994802690076
Llama3.3-70B-Turbo_007_webshop_task_007,2,webshop,memory,memory,1,0.07732652494652738,0.8449799184047444,0.06245579916818824,0.000306120095948906,0.00040649281867428147,0.014525144565916751
Llama3.3-70B-Turbo_008_webshop_task_008,4,webshop,memory,reflection,0,0.020148188417841797,0.0188334329733915,0.13728495910982488,0.338747592172372,0.42484077351165495,0.060145053814914945
Llama3.3-70B-Turbo_009_webshop_task_009,3,webshop,action,plan,0,0.3063047395930259,0.10806692120978995,0.5713544023528845,0.0003419412001374897,0.006450475149142072,0.007481520495020295
Llama3.3-70B-Turbo_010_webshop_task_010,1,webshop,memory,plan,0,0.1225850934066234,0.1276419941279321,0.6316201949643167,0.021171825999729294,0.07138314132331701,0.025597750178081538
Llama3.3-70B-Turbo_011_webshop_task_011,1,webshop,plan,plan,1,0.006794536810249138,0.002813167947889374,0.5056974973466687,0.31218373790458936,0.01670949950138313,0.15580156048922045
Llama3.3-70B-Turbo_012_webshop_task_012,2,webshop,system,memory,0,0.02717172457788405,0.4648912002139931,0.45672114958376453,0.0019813966804009225,0.048890551433186234,0.0003439775107711149
Llama3.3-70B-Turbo_013_webshop_task_013,4,webshop,system,plan,0,0.0006200399790064664,0.0034039083219100587,0.7874497854287199,0.11165246482234016,0.09644586868848351,0.00042793275953981283
Llama3.3-70B-Turbo_014_webshop_task_014,2,webshop,memory,memory,1,0.0002758523274394699,0.6559638284179067,0.3222388451312078,0.00020146699545366153,0.011753439219555553,0.009566567908436572
Llama3.3-70B-Turbo_015_webshop_task_015,0,webshop,reflection,planning,0,0.3088163795065337,0.010536524975687182,0.013536255430305028,0.439052676826001,0.16424186818497075,0.06381629507650227
Llama3.3-70B-Turbo_016_webshop_task_016,2,webshop,memory,memory,1,0.00014748846412360192,0.8613613126210002,0.11009028892840225,6.130721905464594e-05,0.02828143351020132,5.816925721798354e-05
Llama3.3-70B-Turbo_017_webshop_task_017,2,webshop,memory,memory,1,0.15731866858977447,0.6787728748646494,0.018634317082736974,0.12592170203803624,0.011558822413000165,0.007793615011802902
Llama3.3-70B-Turbo_018_webshop_task_018,2,webshop,plan,action,0,0.5173162605985521,0.28427543133574124,0.02976413156740774,0.06671644685395078,0.10117194142090336,0.0007557882234448754
Llama3.3-70B-Turbo_019_webshop_task_019,4,webshop,plan,memory,0,0.07866236886864805,0.44383480887033866,0.07642349979419008,0.157873147520259,0.1853206187687309,0.057885556177833246
Llama3.3-70B-Turbo_020_webshop_task_020,0,webshop,memory,action,0,0.9607072061535431,0.033528820831192296,0.0035686367141245855,0.0009950519111890568,0.00047299123809611067,0.000727293151854657
Qwen3-8B_001_chat_b000_t00_e00-d3248f80,0,webshop,plan,reflection,0,0.0008041508540356202,0.009940221771272207,0.07886430309889465,0.005890867804710238,0.8400244294616951,0.06447602700939213
Qwen3-8B_002_chat_b000_t00_e01-7ab08a46,1,webshop,reflection,reflection,1,4.110942099142652e-05,0.0006632212493861811,0.010935087349508751,0.08900720792293422,0.8952858071343676,0.004067566922811838
Qwen3-8B_003_chat_b000_t00_e02-1e119842,0,webshop,plan,plan,1,0.05132805961733435,1.5463078006735378e-06,0.7376514316771144,0.012953359187665272,0.0020941502882307734,0.19597145292185447
Qwen3-8B_004_chat_b000_t00_e03-d2034edc,0,webshop,plan,plan,1,0.04956070733298374,0.03550238739816,0.8958275565233956,5.046102589545751e-05,0.007152798606462341,0.011906089113102815
Qwen3-8B_005_chat_b000_t00_e04-7e3c13ba,1,webshop,system,system,1,3.459180975337439e-05,8.888117865748122e-05,0.012106730843451225,7.767610285354067e-06,0.002602242639329221,0.9851597859185235
Qwen3-8B_006_chat_b000_t00_e05-996588dc,3,webshop,plan,reflection,0,0.01554242082453993,0.01746027871842337,0.32003768616545825,0.07272039779130507,0.5635771487039654,0.010662067796308121
Qwen3-8B_007_chat_b000_t00_e07-d50ae81f,3,webshop,plan,plan,1,0.010745446504414757,0.0569699580088521,0.8803202312757389,0.03472846743543333,0.006220038787815445,0.011015857987745565
Qwen3-8B_008_chat_b000_t00_e08-6a7bac22,1,webshop,plan,action,0,0.9346495273901647,0.04889338674079817,0.0003993724342189851,0.0015416186493940665,0.008702493252055321,0.005813601533368738
Qwen3-8B_009_chat_b000_t00_e09-f0557a9f,0,webshop,reflection,system,0,0.0015598757270049554,0.00397562278489925,0.006534645280503127,0.1644846013714766,0.0731130410010489,0.7503322138350672
Qwen3-8B_010_chat_b000_t00_e10-69d80a84,1,webshop,plan,plan,1,0.012341233678541503,6.287058304774446e-05,0.984746471321289,0.0010876746663702366,0.0017322952726034563,2.9454478148040723e-05
Qwen3-8B_011_chat_b000_t00_e11-1cc61441,3,webshop,plan,plan,1,0.010027463005100056,0.04287530457933893,0.7904045878911016,0.03509929566564236,0.0008535795352342026,0.12073976932358316
Qwen3-8B_012_chat_b000_t00_e12-f27d2887,4,webshop,plan,action,0,0.49556273101809484,0.0003235046450094639,0.43790260365863737,1.3712345662222688e-05,0.06420506018026112,0.00199238815233506
Qwen3-8B_013_chat_b000_t00_e13-eb20423f,3,webshop,reflection,reflection,1,1.85269435340706e-05,0.002933803542262677,0.0018605579275669966,0.0353714263209126,0.9591955629885525,0.0006201222771713249
Qwen3-8B_014_chat_b000_t00_e14-1d03d2d8,0,webshop,reflection,planning,0,0.0010452739052085559,0.0320975992637093,0.0020657358687501443,0.9362196136286854,0.028418910550419445,0.00015286678322707332
Qwen3-8B_015_chat_b000_t00_e15-75a3b882,1,webshop,action,reflection,0,2.5903566931161684e-07,0.00017011551929267435,0.28430021100244574,0.0002997235828928321,0.6830518408550931,0.032177850004606275
Qwen3-8B_016_chat_b000_t00_e16-3c6f739f,4,webshop,reflection,action,0,0.7218532272213677,0.0019096167640275524,2.8728018033015337e-06,0.026735240395756737,0.021139233660470425,0.2283598091565744
Qwen3-8B_017_chat_b000_t00_e17-fbe4c42d,1,webshop,memory,reflection,0,0.009541439670701332,4.285823179915765e-06,2.034393966704488e-06,0.0029483360995199233,0.9871357125894018,0.00036819142323028505
Qwen3-8B_018_chat_b000_t00_e18-5d01dff2,3,webshop,memory,reflection,0,0.00221619071911452,0.12453088510476225,6.9895484564483e-05,8.055325447202e-05,0.8731022676190725,2.0781801423136344e-07
