id,umap_x,umap_y,target,framework,hallucination_category,hallucination_subcategory,subject
Magentic_One/058,9.556989,9.875339,0,Magentic_One,Planning Hallucination,Fact Derive,General Assistant
Magentic_One/059,9.52665,6.3768425,0,Magentic_One,Reasoning Hallucination,General Reasoning,General Assistant
Magentic_One/060,10.046116,9.785945,1,Magentic_One,,,General Assistant
Magentic_One/061,1.6720719,10.177646,0,Magentic_One,Planning Hallucination,Fact Derive,General Assistant
Magentic_One/062,3.2811055,10.352107,1,Magentic_One,,,General Assistant
Magentic_One/063,8.356105,8.226845,1,Magentic_One,,,World Knowledge
Magentic_One/064,8.173527,12.051233,1,Magentic_One,,,World Knowledge
Magentic_One/065,9.735778,9.124985,1,Magentic_One,,,World Knowledge
Magentic_One/066,7.828665,7.484951,1,Magentic_One,,,World Knowledge
Magentic_One/067,10.057569,10.916829,1,Magentic_One,,,World Knowledge
Magentic_One/068,8.418012,6.604724,1,Magentic_One,,,World Knowledge
Magentic_One/069,9.826327,11.072224,0,Magentic_One,Retrieval Hallucination,Context Misalign,World Knowledge
Magentic_One/070,10.421308,10.543168,1,Magentic_One,,,World Knowledge
Magentic_One/071,10.851121,6.755466,0,Magentic_One,Retrieval Hallucination,Context Misalign,World Knowledge
Magentic_One/072,10.11667,9.899269,1,Magentic_One,,,Science
Magentic_One/073,2.2329667,8.103256,0,Magentic_One,Planning Hallucination,Task Decompose,Science
Magentic_One/074,8.630142,11.425547,0,Magentic_One,Planning Hallucination,Task Decompose,Science
Magentic_One/075,2.521449,8.90237,0,Magentic_One,Reasoning Hallucination,Science Reasoning,Science
Magentic_One/076,8.702467,8.742146,0,Magentic_One,Reasoning Hallucination,Science Reasoning,Science
Magentic_One/077,2.4415588,9.641436,1,Magentic_One,,,Science
Magentic_One/078,2.5187361,10.392527,0,Magentic_One,Planning Hallucination,Fact Derive,Science
Magentic_One/079,2.5313566,7.703162,0,Magentic_One,Planning Hallucination,Fact Derive,Science
Magentic_One/080,2.2857854,7.866014,1,Magentic_One,,,Science
Magentic_One/081,8.380392,7.9592724,1,Magentic_One,,,Science
Magentic_One/082,0.7736983,9.212102,1,Magentic_One,,,Science
Magentic_One/083,2.4669402,7.7704473,1,Magentic_One,,,Science
Magentic_One/084,2.8162012,10.675372,0,Magentic_One,Planning Hallucination,Fact Derive,Science
Magentic_One/085,1.5568421,9.574166,1,Magentic_One,,,Math
Magentic_One/086,2.2485797,10.762957,1,Magentic_One,,,Math
Magentic_One/087,9.796986,9.9683275,0,Magentic_One,Planning Hallucination,Fact Derive,Math
Magentic_One/088,8.728711,7.5740623,0,Magentic_One,Planning Hallucination,Fact Derive,Math
Magentic_One/089,9.822798,10.834431,0,Magentic_One,Reasoning Hallucination,Math Reasoning,Math
Magentic_One/090,9.331514,12.345585,0,Magentic_One,Planning Hallucination,Fact Derive,Math
Magentic_One/091,2.66092,10.7554245,0,Magentic_One,Planning Hallucination,Task Decompose,Math
Magentic_One/092,8.210194,6.966468,0,Magentic_One,Planning Hallucination,Fact Derive,Math
Magentic_One/093,8.233314,12.06338,0,Magentic_One,Reasoning Hallucination,Factual Reasoning,Math
Octotools/000,0.8002254,9.678289,1,Octotools,,,World Knowledge
Octotools/001,1.1922313,8.952857,1,Octotools,,,General Assistant
Octotools/002,-0.056219872,9.621448,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
Octotools/003,0.005843865,9.594363,1,Octotools,,,Math
Octotools/004,0.88366246,9.431049,1,Octotools,,,Math
Octotools/005,2.5512333,10.318617,0,Octotools,Reasoning Hallucination,Science Reasoning,Science
Octotools/006,1.5774176,8.969982,0,Octotools,Retrieval Hallucination,Context Misalign,World Knowledge
Octotools/007,1.0024607,9.954675,1,Octotools,,,General Assistant
Octotools/008,0.49023637,9.84409,0,Octotools,Reasoning Hallucination,General Reasoning,General Assistant
Octotools/009,0.9596938,9.073875,0,Octotools,Reasoning Hallucination,Science Reasoning,Science
Octotools/010,1.85628,8.363549,0,Octotools,Reasoning Hallucination,Science Reasoning,Science
Octotools/011,1.7462908,8.2914505,0,Octotools,Reasoning Hallucination,General Reasoning,General Assistant
Octotools/012,0.99196994,9.638699,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
Octotools/013,1.8380817,8.260172,1,Octotools,,,World Knowledge
Octotools/014,1.5705607,8.108412,0,Octotools,Planning Hallucination,Fact Derive,Science
Octotools/015,1.8683827,8.951018,0,Octotools,Reasoning Hallucination,Factual Reasoning,World Knowledge
Octotools/016,1.6656246,9.094505,1,Octotools,,,General Assistant
Octotools/017,1.4912723,9.006679,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
Octotools/018,1.0322378,8.3867035,0,Octotools,Reasoning Hallucination,General Reasoning,General Assistant
Octotools/019,1.5219853,9.261814,0,Octotools,Reasoning Hallucination,Science Reasoning,Science
Octotools/020,0.07948038,9.549829,1,Octotools,,,Math
Octotools/021,1.6942922,9.337139,0,Octotools,Reasoning Hallucination,Science Reasoning,Science
Octotools/022,0.45339844,9.5931425,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
Octotools/023,0.8753965,8.566176,0,Octotools,Reasoning Hallucination,Factual Reasoning,World Knowledge
Octotools/024,1.9997864,8.444894,0,Octotools,Reasoning Hallucination,Factual Reasoning,World Knowledge
Octotools/025,2.133068,7.8408914,0,Octotools,Retrieval Hallucination,Context Misalign,World Knowledge
Octotools/026,1.4821002,9.044303,0,Octotools,Retrieval Hallucination,Query Misalign,World Knowledge
Octotools/027,2.5313706,8.169783,0,Octotools,Retrieval Hallucination,Context Misalign,World Knowledge
Octotools/028,2.5077891,9.776246,1,Octotools,,,World Knowledge
Octotools/029,0.6349307,9.299739,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
Octotools/030,0.015633097,9.680557,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
Octotools/031,0.5788648,8.641486,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
Octotools/032,1.6224451,8.854255,1,Octotools,,,Science
Octotools/033,0.7440561,9.319685,0,Octotools,Reasoning Hallucination,Science Reasoning,Science
Octotools/034,-0.0012134031,9.600016,0,Octotools,Reasoning Hallucination,Science Reasoning,Science
Octotools/035,1.8489574,8.420189,0,Octotools,Reasoning Hallucination,Science Reasoning,Science
Octotools/036,1.1100948,8.297958,1,Octotools,,,Science
Octotools/037,1.6601351,9.313381,1,Octotools,,,Science
Octotools/038,2.1836002,9.218982,1,Octotools,,,World Knowledge
Octotools/039,1.08811,8.401681,0,Octotools,Reasoning Hallucination,Factual Reasoning,World Knowledge
Octotools/040,1.923334,8.720017,1,Octotools,,,World Knowledge
Octotools/041,0.9666328,8.513759,1,Octotools,,,World Knowledge
Octotools/042,-0.0014826761,9.632783,1,Octotools,,,Science
Octotools/043,1.0607592,8.294692,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
Octotools/044,1.3810824,8.495955,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
Octotools/045,1.057595,8.192729,1,Octotools,,,Math
Octotools/046,0.7832973,9.046353,0,Octotools,Reasoning Hallucination,Math Reasoning,Math
OpenDeepSearch/000,8.312532,8.325061,0,OpenDeepSearch,Retrieval Hallucination,Query Misalign,General Assistant
OpenDeepSearch/001,3.143213,9.970857,0,OpenDeepSearch,Planning Hallucination,Fact Derive,Science
OpenDeepSearch/002,8.6349325,6.068349,1,OpenDeepSearch,,,General Assistant
OpenDeepSearch/003,9.44827,9.846677,0,OpenDeepSearch,Reasoning Hallucination,Factual Reasoning,World Knowledge
OpenDeepSearch/004,9.430703,9.603949,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/005,2.3439229,8.313961,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,Science
OpenDeepSearch/006,9.21372,8.145982,0,OpenDeepSearch,Retrieval Hallucination,Query Misalign,General Assistant
OpenDeepSearch/007,9.599874,8.14964,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,Science
OpenDeepSearch/008,10.234498,5.335536,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/009,10.8473015,6.001316,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/010,10.292693,5.88997,0,OpenDeepSearch,Planning Hallucination,Fact Derive,Science
OpenDeepSearch/011,10.584798,5.9235682,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,Math
OpenDeepSearch/012,10.866054,8.10496,0,OpenDeepSearch,Reasoning Hallucination,Math Reasoning,Math
OpenDeepSearch/013,8.916007,8.567941,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,General Assistant
OpenDeepSearch/014,9.330644,7.6854568,1,OpenDeepSearch,,,General Assistant
OpenDeepSearch/015,10.123991,5.948734,0,OpenDeepSearch,Reasoning Hallucination,General Reasoning,General Assistant
OpenDeepSearch/016,10.435464,8.857598,0,OpenDeepSearch,Planning Hallucination,Fact Derive,Science
OpenDeepSearch/017,8.694299,6.1955,0,OpenDeepSearch,Planning Hallucination,Fact Derive,General Assistant
OpenDeepSearch/018,11.159202,7.6131825,0,OpenDeepSearch,Planning Hallucination,Fact Derive,Science
OpenDeepSearch/019,10.493812,5.472002,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,General Assistant
OpenDeepSearch/020,9.352351,12.077714,0,OpenDeepSearch,Reasoning Hallucination,General Reasoning,General Assistant
OpenDeepSearch/021,10.223852,5.916108,0,OpenDeepSearch,Reasoning Hallucination,Science Reasoning,Science
OpenDeepSearch/022,11.072488,7.469551,1,OpenDeepSearch,,,General Assistant
OpenDeepSearch/023,8.155851,6.567614,0,OpenDeepSearch,Reasoning Hallucination,Math Reasoning,Math
OpenDeepSearch/024,9.628303,10.350356,1,OpenDeepSearch,,,General Assistant
OpenDeepSearch/025,3.058223,10.104346,0,OpenDeepSearch,Reasoning Hallucination,Science Reasoning,Science
OpenDeepSearch/026,10.105248,6.4576163,0,OpenDeepSearch,Reasoning Hallucination,General Reasoning,General Assistant
OpenDeepSearch/027,2.3410523,10.356477,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/028,2.9430013,10.65127,1,OpenDeepSearch,,,Math
OpenDeepSearch/029,10.841982,5.9861174,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,Math
OpenDeepSearch/030,3.105846,10.412287,0,OpenDeepSearch,Reasoning Hallucination,Math Reasoning,Math
OpenDeepSearch/031,10.739953,8.9896555,0,OpenDeepSearch,Reasoning Hallucination,Math Reasoning,Math
OpenDeepSearch/032,9.751835,6.8349195,0,OpenDeepSearch,Reasoning Hallucination,Math Reasoning,Math
OpenDeepSearch/033,9.321895,7.681171,0,OpenDeepSearch,Reasoning Hallucination,Math Reasoning,Math
OpenDeepSearch/034,9.167415,10.554022,0,OpenDeepSearch,Retrieval Hallucination,Query Misalign,World Knowledge
OpenDeepSearch/035,9.388803,8.1447,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/036,11.104098,8.358114,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/037,8.667648,7.389036,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/038,7.9966273,6.6931734,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/039,8.5162735,6.6487803,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/040,9.690519,7.2485323,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/041,11.374684,8.255425,0,OpenDeepSearch,Reasoning Hallucination,Factual Reasoning,World Knowledge
OpenDeepSearch/042,10.931458,7.6320477,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/043,11.355998,7.8610725,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/044,10.469218,8.202075,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/045,9.729795,7.6437902,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/046,8.871214,6.291746,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/047,8.459965,8.352569,0,OpenDeepSearch,Reasoning Hallucination,Math Reasoning,Math
OpenDeepSearch/048,10.333469,5.799539,1,OpenDeepSearch,,,Math
OpenDeepSearch/049,10.142538,5.391991,1,OpenDeepSearch,,,Math
OpenDeepSearch/050,9.432193,7.620719,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/051,10.136328,7.567701,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/052,10.079334,7.9427447,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/053,2.6940522,8.275962,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/054,8.199236,6.9630666,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/055,10.152443,7.8208523,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/056,10.272696,6.2297945,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/057,9.7882395,5.486848,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/058,1.3280085,9.017743,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/059,10.099774,8.286641,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/060,9.953304,7.4285874,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/061,10.459088,5.7402368,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/062,11.422695,7.613748,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/063,9.240229,5.5959272,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/064,9.604465,5.4832664,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/065,9.377756,8.160236,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/066,10.1470785,5.971542,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/067,11.073875,8.863205,0,OpenDeepSearch,Retrieval Hallucination,Query Misalign,World Knowledge
OpenDeepSearch/068,7.8084507,7.5949345,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/069,8.744086,5.9616394,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/070,8.743151,9.194785,0,OpenDeepSearch,Retrieval Hallucination,Query Misalign,World Knowledge
OpenDeepSearch/071,8.949964,5.8346176,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/072,11.058135,7.8124166,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/073,10.065513,6.827108,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/074,10.226824,6.036422,0,OpenDeepSearch,Reasoning Hallucination,Factual Reasoning,World Knowledge
OpenDeepSearch/075,8.700715,6.872208,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/076,10.074152,8.264046,0,OpenDeepSearch,Planning Hallucination,Task Decompose,World Knowledge
OpenDeepSearch/077,8.732862,6.6437984,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/078,11.555593,8.368883,0,OpenDeepSearch,Planning Hallucination,Task Decompose,World Knowledge
OpenDeepSearch/079,10.144943,7.8472877,0,OpenDeepSearch,Planning Hallucination,Task Decompose,World Knowledge
OpenDeepSearch/080,11.293179,8.057218,0,OpenDeepSearch,Planning Hallucination,Task Decompose,World Knowledge
OpenDeepSearch/081,10.357295,5.4604487,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/082,8.529719,6.0493665,0,OpenDeepSearch,Reasoning Hallucination,Factual Reasoning,World Knowledge
OpenDeepSearch/083,8.366221,7.9404597,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/084,11.368206,7.7637143,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/085,8.191867,6.8973093,1,OpenDeepSearch,,,World Knowledge
OpenDeepSearch/086,8.4797325,6.173965,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/087,8.369359,6.918497,0,OpenDeepSearch,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenDeepSearch/088,11.748879,9.558701,0,OpenDeepSearch,Planning Hallucination,Fact Derive,Science
OpenDeepSearch/089,11.708559,8.574509,0,OpenDeepSearch,Planning Hallucination,Fact Derive,Science
OpenDeepSearch/090,1.1671714,9.349548,0,OpenDeepSearch,Planning Hallucination,Task Decompose,Science
OpenDeepSearch/091,2.5744636,7.7114043,0,OpenDeepSearch,Planning Hallucination,Task Decompose,Science
OpenDeepSearch/092,10.928358,8.494765,1,OpenDeepSearch,,,Math
OpenDeepSearch/093,10.064728,6.014302,1,OpenDeepSearch,,,Math
OpenDeepSearch/094,8.887333,8.494476,1,OpenDeepSearch,,,Math
OpenDeepSearch/095,10.390167,7.7807827,0,OpenDeepSearch,Reasoning Hallucination,Math Reasoning,Math
OpenDeepSearch/096,11.536756,8.412391,0,OpenDeepSearch,Planning Hallucination,Fact Derive,Math
OpenDeepSearch/097,9.355676,8.043805,0,OpenDeepSearch,Planning Hallucination,Task Decompose,Math
OpenDeepSearch/098,9.336608,5.794033,0,OpenDeepSearch,Planning Hallucination,Task Decompose,Math
OpenDeepSearch/099,10.104412,6.3829513,1,OpenDeepSearch,,,Math
OpenManus/000,0.22469395,9.679125,1,OpenManus,,,Science
OpenManus/001,1.0913229,8.956388,1,OpenManus,,,Science
OpenManus/002,3.1809978,8.24575,0,OpenManus,Retrieval Hallucination,Summarize Misalign,General Assistant
OpenManus/003,1.3722081,9.114562,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/004,0.6680184,9.823899,0,OpenManus,Reasoning Hallucination,Math Reasoning,Math
OpenManus/005,2.5914817,8.928972,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/006,2.0807612,9.742326,0,OpenManus,Reasoning Hallucination,General Reasoning,General Assistant
OpenManus/007,12.183723,11.3646755,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/008,0.95842713,10.128288,1,OpenManus,,,General Assistant
OpenManus/009,11.700666,11.524649,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/010,2.921703,8.851876,0,OpenManus,Reasoning Hallucination,Math Reasoning,Math
OpenManus/011,1.0575538,9.667277,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/012,1.5781386,10.155303,1,OpenManus,,,General Assistant
OpenManus/013,2.6121728,9.944788,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/014,9.073107,12.5278,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/015,0.8923802,9.378284,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/016,1.7743857,10.047708,1,OpenManus,,,World Knowledge
OpenManus/017,0.57235855,9.884339,0,OpenManus,Reasoning Hallucination,Math Reasoning,Math
OpenManus/018,1.324853,10.033272,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Math
OpenManus/019,1.0801605,9.505968,0,OpenManus,Reasoning Hallucination,Math Reasoning,Math
OpenManus/020,3.1493676,10.153594,0,OpenManus,Reasoning Hallucination,Math Reasoning,Math
OpenManus/021,0.71214586,9.233419,0,OpenManus,Reasoning Hallucination,Math Reasoning,Math
OpenManus/022,0.38813242,9.701216,0,OpenManus,Reasoning Hallucination,Math Reasoning,Math
OpenManus/023,2.226913,7.6381755,0,OpenManus,Reasoning Hallucination,Math Reasoning,Math
OpenManus/024,3.5336497,8.007502,1,OpenManus,,,Math
OpenManus/025,8.532429,8.322709,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/026,10.110947,8.341352,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/027,9.325735,7.6817203,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/028,2.8263175,7.997406,1,OpenManus,,,World Knowledge
OpenManus/029,3.2679305,8.240987,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/030,2.9699063,10.390311,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/031,9.287635,10.719321,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/032,2.998599,9.627661,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/033,11.978013,9.977266,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/034,1.2390994,8.794226,1,OpenManus,,,Math
OpenManus/035,1.7616497,8.968068,1,OpenManus,,,Math
OpenManus/036,1.2273037,10.164712,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/037,2.8827987,10.682291,1,OpenManus,,,Science
OpenManus/038,0.96304375,9.626529,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/039,2.8826683,10.743217,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/040,3.7798991,8.101464,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/041,1.799673,8.719607,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/042,1.61103,8.753491,1,OpenManus,,,Science
OpenManus/043,2.1522918,9.246049,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/044,1.0293609,10.009371,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/045,2.2878366,9.5739,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/046,2.7289846,10.833861,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/047,9.766859,8.03144,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/048,12.15282,11.473255,1,OpenManus,,,World Knowledge
OpenManus/049,8.350072,8.426379,1,OpenManus,,,World Knowledge
OpenManus/050,9.817806,8.058795,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/051,9.2304325,10.680334,1,OpenManus,,,World Knowledge
OpenManus/052,11.181169,8.887257,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/053,3.1899412,8.274648,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/054,3.5050268,10.115088,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/055,12.161432,11.109439,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/056,1.4968102,10.5385065,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/057,8.958626,12.457074,0,OpenManus,Retrieval Hallucination,Query Misalign,World Knowledge
OpenManus/058,2.627701,8.517813,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/059,12.170501,11.407907,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/060,9.269112,9.671414,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/061,1.500087,9.534584,1,OpenManus,,,World Knowledge
OpenManus/062,9.152693,7.557358,1,OpenManus,,,World Knowledge
OpenManus/063,8.708987,9.419907,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/064,10.742583,7.827595,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/065,8.503925,11.76835,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/066,1.9053353,8.875683,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/067,8.939883,8.616713,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,World Knowledge
OpenManus/068,3.234712,8.263705,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/069,7.939975,7.268901,1,OpenManus,,,World Knowledge
OpenManus/070,11.63324,9.38854,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/071,9.846806,7.7142863,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/072,8.0474205,7.4576106,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/073,8.181293,6.9419904,0,OpenManus,Retrieval Hallucination,Summarize Misalign,World Knowledge
OpenManus/074,3.1968834,8.04518,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/075,0.6998407,8.995102,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/076,3.0585964,7.8591228,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/077,2.3061323,7.6495094,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/078,8.035963,6.79129,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/079,9.782744,8.025633,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/080,0.37559962,9.652946,1,OpenManus,,,Science
OpenManus/081,2.3729882,8.647662,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/082,11.79699,8.991895,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/083,2.182954,8.43716,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/084,9.342946,8.113871,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/085,2.6056488,7.672778,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/086,-0.09031895,9.668603,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/087,2.7511559,10.680899,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/088,0.67893785,8.994411,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/089,2.5374653,7.7142525,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/090,0.72753197,9.18505,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/091,10.826006,6.0633063,0,OpenManus,Reasoning Hallucination,Science Reasoning,Science
OpenManus/092,1.9565535,8.675338,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/093,2.541924,8.917882,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Science
OpenManus/094,1.2999693,8.631291,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Math
OpenManus/095,0.78656745,9.623673,1,OpenManus,,,Math
OpenManus/096,1.0584811,8.957119,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Math
OpenManus/097,9.644417,11.139588,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Math
OpenManus/098,11.622646,8.86105,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Math
OpenManus/099,8.340727,6.421541,1,OpenManus,,,Math
OpenManus/100,10.759085,5.731232,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Math
OpenManus/101,8.497491,6.2870445,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Math
OpenManus/102,3.0772235,9.79009,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Math
OpenManus/103,3.6928375,10.008608,0,OpenManus,Human-Interaction Hallucination,Human-Interaction Hallucination,Math
SmolAgents/000,2.4156258,10.533741,1,SmolAgents,,,Science
