id,fold,subject,failure_type,true_step_index,predicted_step_index,predicted_step_probability,n_steps,correct
OpenManus/025,3,World Knowledge,Retrieval Hallucination,2,0,0.7274171005109092,4,0
OpenManus/026,3,World Knowledge,Human-Interaction Hallucination,2,0,0.7338115728485508,4,0
OpenManus/027,2,World Knowledge,Human-Interaction Hallucination,1,0,0.7684956802473226,3,0
OpenManus/029,0,World Knowledge,Retrieval Hallucination,4,1,0.5956453859435756,7,0
OpenManus/030,0,World Knowledge,Human-Interaction Hallucination,3,3,0.6928219735446463,5,1
OpenManus/031,3,World Knowledge,Human-Interaction Hallucination,7,3,0.5575453058140494,9,0
OpenManus/032,3,World Knowledge,Retrieval Hallucination,2,1,0.7565594662765416,5,0
OpenManus/033,4,World Knowledge,Retrieval Hallucination,2,2,0.7483568303265786,4,1
OpenManus/036,0,Science,Reasoning Hallucination,0,6,0.4475140147584081,14,0
OpenManus/038,4,Science,Reasoning Hallucination,2,1,0.7115802010397136,5,0
OpenManus/039,2,Science,Reasoning Hallucination,0,1,0.8202117483419433,4,0
OpenManus/040,4,Science,Reasoning Hallucination,0,2,0.7179514261111828,4,0
OpenManus/041,0,Science,Reasoning Hallucination,0,0,0.8674232230172153,4,1
OpenManus/043,3,Science,Reasoning Hallucination,3,0,0.7311501718628578,5,0
OpenManus/044,0,Science,Human-Interaction Hallucination,5,2,0.6051212421149356,9,0
OpenManus/045,4,Science,Reasoning Hallucination,0,1,0.769469420319892,4,0
OpenManus/046,3,Science,Human-Interaction Hallucination,0,1,0.6743303487436251,4,0
OpenManus/047,4,World Knowledge,Retrieval Hallucination,1,1,0.7782197433666513,3,1
OpenManus/050,0,World Knowledge,Retrieval Hallucination,1,0,0.7770177109168025,3,0
OpenManus/052,4,World Knowledge,Human-Interaction Hallucination,0,5,0.6919630810760599,7,0
OpenManus/053,1,World Knowledge,Human-Interaction Hallucination,3,4,0.6600054388450838,6,0
OpenManus/054,2,World Knowledge,Retrieval Hallucination,2,2,0.7309450284957751,4,1
OpenManus/055,2,World Knowledge,Retrieval Hallucination,2,2,0.7390885281775801,4,1
OpenManus/056,1,World Knowledge,Human-Interaction Hallucination,13,13,0.5115928149657123,16,1
OpenManus/057,0,World Knowledge,Retrieval Hallucination,3,5,0.568036548568516,15,0
OpenManus/058,4,World Knowledge,Human-Interaction Hallucination,10,2,0.5758240124790298,12,0
OpenManus/059,1,World Knowledge,Retrieval Hallucination,1,0,0.793221695859353,3,0
OpenManus/060,2,World Knowledge,Retrieval Hallucination,5,2,0.6923599482211441,7,0
OpenManus/063,3,World Knowledge,Retrieval Hallucination,5,0,0.6359439524296131,7,0
OpenManus/064,1,World Knowledge,Human-Interaction Hallucination,0,2,0.6659175368446155,4,0
OpenManus/065,4,World Knowledge,Human-Interaction Hallucination,16,6,0.44755069913796586,18,0
OpenManus/066,0,World Knowledge,Human-Interaction Hallucination,0,1,0.7788288876009063,4,0
OpenManus/067,0,World Knowledge,Human-Interaction Hallucination,0,0,0.7366307950858921,5,1
OpenManus/068,3,World Knowledge,Retrieval Hallucination,3,3,0.6682219694610874,6,1
OpenManus/070,4,World Knowledge,Retrieval Hallucination,2,1,0.6524857252756626,4,0
OpenManus/071,3,World Knowledge,Retrieval Hallucination,2,0,0.7468586877761647,4,0
OpenManus/072,1,World Knowledge,Retrieval Hallucination,2,1,0.7581037252311231,4,0
OpenManus/073,2,World Knowledge,Retrieval Hallucination,2,0,0.7829812587518141,4,0
OpenManus/074,1,Science,Human-Interaction Hallucination,0,0,0.8467524477264183,5,1
OpenManus/075,2,Science,Human-Interaction Hallucination,0,0,0.8691358157759259,3,1
OpenManus/076,3,Science,Human-Interaction Hallucination,0,0,0.8332335448850313,3,1
OpenManus/077,0,Science,Human-Interaction Hallucination,0,0,0.7808953981407313,3,1
OpenManus/078,1,Science,Human-Interaction Hallucination,0,0,0.8729640977139658,3,1
OpenManus/079,1,Science,Human-Interaction Hallucination,0,1,0.766548368823043,3,0
OpenManus/081,2,Science,Reasoning Hallucination,2,0,0.7990428165506501,5,0
OpenManus/082,2,Science,Human-Interaction Hallucination,0,1,0.8739784977015762,3,0
OpenManus/083,2,Science,Human-Interaction Hallucination,0,1,0.7803057690543282,4,0
OpenManus/084,0,Science,Human-Interaction Hallucination,0,0,0.7886232689460185,3,1
OpenManus/085,1,Science,Human-Interaction Hallucination,0,0,0.8226659156483191,3,1
OpenManus/086,2,Science,Human-Interaction Hallucination,0,0,0.8606765886463028,3,1
OpenManus/087,1,Science,Human-Interaction Hallucination,1,0,0.7202096232291664,4,0
OpenManus/088,0,Science,Human-Interaction Hallucination,0,0,0.8801717594687853,4,1
OpenManus/089,1,Science,Human-Interaction Hallucination,1,0,0.8003487584301578,5,0
OpenManus/090,4,Science,Human-Interaction Hallucination,0,0,0.8559151493045477,3,1
OpenManus/091,1,Science,Reasoning Hallucination,3,0,0.8155123501684254,4,0
OpenManus/092,4,Science,Human-Interaction Hallucination,0,2,0.7873846168118199,6,0
OpenManus/093,1,Science,Human-Interaction Hallucination,0,4,0.6904367461985375,7,0
OpenManus/094,2,Math,Human-Interaction Hallucination,0,0,0.7986121858353886,4,1
OpenManus/096,4,Math,Human-Interaction Hallucination,0,0,0.7691139671403124,3,1
OpenManus/097,2,Math,Human-Interaction Hallucination,2,3,0.709356467010135,7,0
OpenManus/098,3,Math,Human-Interaction Hallucination,0,6,0.6706600575692662,8,0
OpenManus/100,0,Math,Human-Interaction Hallucination,0,0,0.8588725347563027,5,1
OpenManus/101,2,Math,Human-Interaction Hallucination,0,0,0.8561756285821361,3,1
OpenManus/102,3,Math,Human-Interaction Hallucination,0,0,0.7372298771551639,4,1
OpenManus/103,0,Math,Human-Interaction Hallucination,0,0,0.7812637478586012,3,1
SmolAgents/001,3,Math,Planning Hallucination,0,0,0.8829743058042242,3,1
SmolAgents/002,3,Science,Reasoning Hallucination,6,0,0.5917326458888437,7,0
SmolAgents/003,2,Math,Planning Hallucination,0,5,0.5799505693382486,12,0
SmolAgents/006,4,General Assistant,Retrieval Hallucination,4,0,0.6514267264033372,10,0
SmolAgents/008,3,Math,Reasoning Hallucination,1,0,0.8165481025920162,3,0
SmolAgents/009,2,General Assistant,Reasoning Hallucination,4,0,0.697953231199565,5,0
SmolAgents/012,1,General Assistant,Planning Hallucination,0,0,0.7530193352491567,6,1
SmolAgents/014,3,World Knowledge,Planning Hallucination,0,0,0.7057289252586479,3,1
SmolAgents/015,2,General Assistant,Retrieval Hallucination,10,5,0.5965200550396242,13,0
SmolAgents/017,1,Science,Retrieval Hallucination,1,0,0.871307607417156,4,0
SmolAgents/018,0,Math,Reasoning Hallucination,8,1,0.6144321199591558,10,0
SmolAgents/020,2,General Assistant,Retrieval Hallucination,4,6,0.6306981265026584,8,0
SmolAgents/021,2,Science,Planning Hallucination,0,0,0.7561432338617468,4,1
SmolAgents/022,1,Science,Planning Hallucination,0,0,0.8151501829005773,5,1
SmolAgents/023,2,Math,Planning Hallucination,0,0,0.8130530403936104,4,1
SmolAgents/024,0,World Knowledge,Retrieval Hallucination,5,0,0.7452563132620261,7,0
SmolAgents/025,3,General Assistant,Reasoning Hallucination,6,0,0.7360249866884891,7,0
SmolAgents/026,1,Science,Retrieval Hallucination,3,0,0.8005242869062288,5,0
SmolAgents/027,3,World Knowledge,Reasoning Hallucination,3,0,0.7986339385576443,5,0
SmolAgents/028,2,Math,Planning Hallucination,0,0,0.8063123845974234,3,1
SmolAgents/031,3,General Assistant,Retrieval Hallucination,3,1,0.7079689530543547,7,0
SmolAgents/032,4,General Assistant,Reasoning Hallucination,3,0,0.8173208023114675,4,0
SmolAgents/033,4,Math,Planning Hallucination,0,0,0.7768956456611912,6,1
SmolAgents/034,3,World Knowledge,Retrieval Hallucination,2,0,0.710069095582211,4,0
SmolAgents/036,2,Science,Retrieval Hallucination,2,0,0.7400274158339955,5,0
SmolAgents/037,0,World Knowledge,Retrieval Hallucination,1,0,0.8065221578255638,6,0
SmolAgents/039,0,Science,Reasoning Hallucination,1,0,0.8488133561749951,3,0
SmolAgents/040,4,Math,Planning Hallucination,0,1,0.714782853925892,3,0
SmolAgents/043,1,World Knowledge,Retrieval Hallucination,1,0,0.7164773052156951,4,0
SmolAgents/045,4,World Knowledge,Retrieval Hallucination,4,0,0.7876596357929785,6,0
SmolAgents/046,0,Math,Reasoning Hallucination,4,0,0.8236076472259188,5,0
SmolAgents/047,4,Math,Reasoning Hallucination,1,0,0.6449800964389978,7,0
SmolAgents/048,4,Math,Reasoning Hallucination,1,0,0.7432666614420068,6,0
SmolAgents/049,1,Math,Planning Hallucination,0,0,0.7953699099276287,3,1
SmolAgents/050,0,Math,Reasoning Hallucination,2,0,0.7609205051249563,4,0
SmolAgents/051,3,Math,Reasoning Hallucination,1,0,0.8331956191644004,4,0
SmolAgents/053,2,Science,Retrieval Hallucination,4,1,0.70191594475819,7,0
SmolAgents/054,4,World Knowledge,Planning Hallucination,0,0,0.7298183021769876,5,1
SmolAgents/055,3,World Knowledge,Planning Hallucination,0,0,0.7148346041903404,6,1
SmolAgents/056,0,World Knowledge,Planning Hallucination,0,0,0.7706452147720644,4,1
SmolAgents/058,4,World Knowledge,Planning Hallucination,0,0,0.8344482501489977,3,1
SmolAgents/059,4,World Knowledge,Retrieval Hallucination,2,0,0.7060178127774863,4,0
SmolAgents/060,2,World Knowledge,Planning Hallucination,0,0,0.8063123845974234,3,1
SmolAgents/061,0,World Knowledge,Planning Hallucination,0,0,0.7887525527381907,4,1
SmolAgents/066,2,World Knowledge,Retrieval Hallucination,2,0,0.7904022558833106,6,0
SmolAgents/068,1,World Knowledge,Retrieval Hallucination,2,0,0.7272204445513454,4,0
SmolAgents/072,1,Science,Planning Hallucination,0,2,0.719508970162352,7,0
SmolAgents/076,4,Science,Reasoning Hallucination,6,0,0.56232856528498,9,0
SmolAgents/077,2,Science,Planning Hallucination,0,0,0.7575337967190887,6,1
SmolAgents/078,4,Science,Planning Hallucination,0,0,0.7745102165030455,3,1
SmolAgents/079,3,Science,Planning Hallucination,0,3,0.6430981785023099,10,0
SmolAgents/080,4,Math,Planning Hallucination,0,0,0.8942648659396764,5,1
SmolAgents/081,3,Math,Planning Hallucination,0,0,0.821083871138838,5,1
SmolAgents/083,2,Math,Planning Hallucination,0,0,0.8237550123121438,6,1
SmolAgents/084,1,Math,Planning Hallucination,0,0,0.8110231374391799,6,1
SmolAgents/085,3,Math,Reasoning Hallucination,2,0,0.8829743058042242,3,0
SmolAgents/089,0,Math,Reasoning Hallucination,1,0,0.7310792211325529,3,0
