id,fold,subject,true_type,pred_type,correct,prob_Human-Interaction Hallucination,prob_Planning Hallucination,prob_Reasoning Hallucination,prob_Retrieval Hallucination,prob_Tool-Use Hallucination
Camel/092,3,Math,Human-Interaction Hallucination,Reasoning Hallucination,0,0.09044193498208432,0.11851444888892965,0.530008241983581,0.2595816799315268,0.0014536942138782811
Magentic_One/001,0,Science,Reasoning Hallucination,Reasoning Hallucination,1,0.04251366858318322,3.838899418787776e-05,0.957293163226977,0.00015454751903901776,2.316766127785297e-07
Magentic_One/002,3,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.8208766624438667,0.004036801650450412,0.007226287071553788,0.16359199488479284,0.0042682539493364815
Magentic_One/005,0,World Knowledge,Reasoning Hallucination,Retrieval Hallucination,0,0.11706990825478386,0.22698273921073758,0.11751644674648394,0.5299267536673101,0.008504152120684432
Magentic_One/007,0,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.6791221886113386,0.2746836822760048,0.008259106498486563,0.037934369548806204,6.530653639111948e-07
Magentic_One/008,3,General Assistant,Retrieval Hallucination,Retrieval Hallucination,1,0.029024072257498913,0.11979511561771722,0.2770448793606737,0.5684727007708258,0.005663231993284459
Magentic_One/010,2,Science,Planning Hallucination,Reasoning Hallucination,0,0.14432547351565025,0.009659968186202466,0.8450913167338377,0.0002631880400859776,0.0006600535242233894
Magentic_One/011,4,Science,Planning Hallucination,Human-Interaction Hallucination,0,0.40504785206876176,0.19631109562239196,0.13473845352850142,0.2595037730114956,0.0043988257688492354
Magentic_One/012,1,Math,Planning Hallucination,Reasoning Hallucination,0,0.0211341049847203,0.03699581893280513,0.7883845163258043,0.08091313053129774,0.0725724292253726
Magentic_One/013,0,General Assistant,Retrieval Hallucination,Planning Hallucination,0,0.01557230852238897,0.6821512780594788,0.17717282210924953,0.11324738715360602,0.01185620415527671
Magentic_One/016,0,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.10057574539324654,0.395103571730936,0.03266606650827072,0.47142222310412235,0.00023239326342435298
Magentic_One/017,0,General Assistant,Reasoning Hallucination,Human-Interaction Hallucination,0,0.572562052696567,0.25399233016280837,0.05045875463941608,0.12298674089004408,1.216111644996766e-07
Magentic_One/018,3,Math,Reasoning Hallucination,Human-Interaction Hallucination,0,0.4497886686559686,0.17600817574073638,0.06786099568749872,0.3063039797787229,3.818013707333739e-05
Magentic_One/019,3,World Knowledge,Reasoning Hallucination,Planning Hallucination,0,0.02182046676509585,0.6610562443190191,0.12480370902217942,0.1912329786913517,0.001086601202353905
Magentic_One/020,2,General Assistant,Reasoning Hallucination,Retrieval Hallucination,0,0.025149396986307825,0.01808876886321579,0.24679071551351628,0.7092606964365177,0.0007104222004424319
Magentic_One/021,3,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.05334869307617725,0.26473593300637077,0.03756807321486422,0.6443033388744143,4.3961828173576485e-05
Magentic_One/022,2,World Knowledge,Planning Hallucination,Retrieval Hallucination,0,0.3630745474554109,0.08842459940861869,0.05985352577205738,0.4672751577526379,0.021372169611275357
Magentic_One/023,0,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.11865415991160279,0.020579127634408473,0.07854532268996202,0.7696202347290018,0.012601155035024927
Magentic_One/024,4,World Knowledge,Reasoning Hallucination,Retrieval Hallucination,0,0.006987624938850938,0.28920592056272465,0.059249307342308474,0.6341397477841402,0.010417399371975944
Magentic_One/025,4,World Knowledge,Reasoning Hallucination,Planning Hallucination,0,0.0364733271837225,0.4060106769694982,0.28881967509390966,0.26747235431149335,0.001223966441376226
Magentic_One/028,4,Science,Planning Hallucination,Reasoning Hallucination,0,0.04219722245209344,0.3341834884839828,0.620898983576983,0.002706924764116708,1.3380722823983708e-05
Magentic_One/031,2,Math,Reasoning Hallucination,Human-Interaction Hallucination,0,0.9234733111123805,0.017313850026638246,0.035255234696453114,0.021256296552547998,0.0027013076119801077
Magentic_One/032,0,Math,Planning Hallucination,Planning Hallucination,1,0.1347956822579881,0.5600002034596613,0.13425992759773406,0.15950331833701697,0.011440868347599694
Magentic_One/034,2,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.2619380633186147,0.5120702406340865,0.16525599602718563,0.05806153068415055,0.002674169335962669
Magentic_One/035,1,World Knowledge,Reasoning Hallucination,Planning Hallucination,0,0.00861792601606384,0.7919988462091785,0.12351768565154173,0.0741765420502777,0.001689000072938309
Magentic_One/037,4,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.12238478615353152,0.4535859538588116,0.33997775930970564,0.08269049178402124,0.001361008893930069
Magentic_One/038,4,World Knowledge,Reasoning Hallucination,Reasoning Hallucination,1,0.011779902740165521,0.002657226613247463,0.6412655399016939,0.29191842312866817,0.052378907616225115
Magentic_One/041,0,World Knowledge,Reasoning Hallucination,Human-Interaction Hallucination,0,0.4981393985023227,0.2625919559791581,0.14534301988229498,0.09391142390972979,1.4201726494344806e-05
Magentic_One/042,2,World Knowledge,Reasoning Hallucination,Retrieval Hallucination,0,0.08192496128115502,0.06525439145651013,0.12322667710420875,0.7282746035911074,0.001319366567018841
Magentic_One/043,4,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.00198520879939515,0.0009569133951179017,0.048185242547365184,0.9142907579048322,0.03458187735328959
Magentic_One/045,3,Science,Reasoning Hallucination,Planning Hallucination,0,0.25614164684623947,0.41332031619979587,0.13682009155767103,0.1934220431176959,0.00029590227859771517
Magentic_One/046,4,Science,Planning Hallucination,Human-Interaction Hallucination,0,0.5179918756755694,0.03764121162071359,0.3811120480401452,0.06325319358438078,1.6710791909588221e-06
Magentic_One/047,3,Science,Planning Hallucination,Planning Hallucination,1,0.15032871974304532,0.8085747867807482,0.036822492733250306,0.004167407591695288,0.00010659315126090009
Magentic_One/051,4,General Assistant,Reasoning Hallucination,Human-Interaction Hallucination,0,0.7697451395559481,0.10280955359438769,0.12219973121111805,0.0024862650615761444,0.002759310576970075
Magentic_One/052,2,General Assistant,Reasoning Hallucination,Reasoning Hallucination,1,0.025045123415629932,0.03930179574578492,0.910209317708724,0.02475134924330378,0.0006924138865572426
Magentic_One/054,3,General Assistant,Reasoning Hallucination,Planning Hallucination,0,0.0005924323596845693,0.9920888836112057,0.005637118883989732,0.0016653625188356221,1.620262628407368e-05
Magentic_One/058,2,General Assistant,Planning Hallucination,Planning Hallucination,1,0.05161745057000221,0.8542218164650729,0.07005051341936246,0.022651787589609826,0.001458431955952521
Magentic_One/059,0,General Assistant,Reasoning Hallucination,Human-Interaction Hallucination,0,0.556823411452153,0.04635593178452328,0.2922145606795248,0.0929149142049213,0.011691181878877821
Magentic_One/061,0,General Assistant,Planning Hallucination,Reasoning Hallucination,0,0.002549948942984889,0.0026089553464064626,0.8101783980828643,0.18466041626207338,2.2813656709215884e-06
Magentic_One/069,4,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.5985391882448533,0.08064719947299903,0.16918804921682257,0.14348115990569876,0.00814440315962626
Magentic_One/071,4,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.09432252165024639,0.4505561503118301,0.08237508148149292,0.37253775960336927,0.00020848695306125643
Magentic_One/073,3,Science,Planning Hallucination,Human-Interaction Hallucination,0,0.658421563071056,0.08412239580041785,0.1613214760579129,0.09567245011323657,0.0004621149573766677
Magentic_One/074,4,Science,Planning Hallucination,Reasoning Hallucination,0,0.12701643058049394,0.07746042892779484,0.7807213834816535,0.006324592468404344,0.008477164541653318
Magentic_One/075,2,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.5946663858299623,0.01565097260436008,0.3878919466532438,0.0005061969841709132,0.0012844979282629408
Magentic_One/076,4,Science,Reasoning Hallucination,Retrieval Hallucination,0,0.06443045324118717,0.04758729781961425,0.11452464070113412,0.7375371346188309,0.035920473619233534
Magentic_One/078,1,Science,Planning Hallucination,Planning Hallucination,1,0.11358434540651617,0.5014738014598635,0.37512579754983894,0.007905650018087759,0.0019104055656936126
Magentic_One/079,4,Science,Planning Hallucination,Human-Interaction Hallucination,0,0.7827360798788712,0.13592616324591525,0.06879213588168716,0.01254375111639195,1.869877134383621e-06
Magentic_One/084,3,Science,Planning Hallucination,Human-Interaction Hallucination,0,0.8902131523502476,0.0015891616951493176,0.006752228488106419,0.10123227581272562,0.00021318165377097535
Magentic_One/087,4,Math,Planning Hallucination,Retrieval Hallucination,0,0.012590942582970515,0.1474422892090522,0.14110175292019747,0.6902079295123474,0.00865708577543232
Magentic_One/088,0,Math,Planning Hallucination,Retrieval Hallucination,0,0.18343601205172003,0.15902526275579443,0.17983149711981083,0.4771435358057147,0.0005636922669600742
Magentic_One/089,3,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.00654472745466979,0.030310213265520962,0.02738177023867995,0.9354001001689796,0.0003631888721497961
Magentic_One/090,0,Math,Planning Hallucination,Retrieval Hallucination,0,0.22211251311887745,0.04096713166166849,0.1717666499199824,0.5450277236757918,0.020125981623679793
Magentic_One/091,2,Math,Planning Hallucination,Reasoning Hallucination,0,0.3018740328936366,0.06879905439879791,0.578207550756636,0.05111372367618413,5.638274745423966e-06
Magentic_One/092,2,Math,Planning Hallucination,Retrieval Hallucination,0,0.3504460032143542,0.1282847552380534,0.08831924988353579,0.43173864392396133,0.0012113477400951926
Magentic_One/093,3,Math,Reasoning Hallucination,Human-Interaction Hallucination,0,0.8759394832125297,0.00033455462721846183,0.06861158052686601,0.0017094845635609252,0.053404897069824785
Octotools/002,4,Math,Reasoning Hallucination,Reasoning Hallucination,1,1.7489621018158615e-05,1.0187133565671232e-08,0.9999824880113171,1.2177063163824762e-08,3.4679985298749677e-12
Octotools/005,2,Science,Reasoning Hallucination,Reasoning Hallucination,1,0.04063591143883965,0.3247599921442084,0.6344438831832926,0.0001405949712080153,1.961826245128516e-05
Octotools/006,0,World Knowledge,Retrieval Hallucination,Reasoning Hallucination,0,0.1056620561411651,0.10809301411295316,0.5487477534892582,0.23749469657718256,2.479679440896371e-06
Octotools/008,2,General Assistant,Reasoning Hallucination,Human-Interaction Hallucination,0,0.5249415805276447,6.578363053844036e-06,0.47494023767324695,0.00010730823958102312,4.295196473517545e-06
Octotools/009,3,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.9868599900544005,0.0030769036024279163,0.009054000622527474,0.0010091038286489434,1.8919951191065306e-09
Octotools/010,4,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.8761190702857531,0.0011739767970193684,0.07779932147453884,0.044906824554356455,8.068883320145988e-07
Octotools/011,2,General Assistant,Reasoning Hallucination,Human-Interaction Hallucination,0,0.6369414915559284,0.05980375051053326,0.2965529028465381,0.006701844700824697,1.0386175562638115e-08
Octotools/012,3,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.1799091588889628,0.004211544642313679,0.8085840758029106,0.007295148271400607,7.239441239883942e-08
Octotools/014,0,Science,Planning Hallucination,Human-Interaction Hallucination,0,0.9714032698080048,0.01780607611483377,0.007020077108147942,0.0037705768819159156,8.70976746265578e-11
Octotools/015,4,World Knowledge,Reasoning Hallucination,Reasoning Hallucination,1,0.06327916645200803,0.19558750256253757,0.6920102501901056,0.04911854050943181,4.540285917008794e-06
Octotools/017,4,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.09598924523453259,0.004360766682954842,0.37485261958487226,0.5247939615224615,3.4069751786877604e-06
Octotools/018,1,General Assistant,Reasoning Hallucination,Reasoning Hallucination,1,0.1473512620199673,0.007864321467112544,0.8442662237726163,0.000517898545897727,2.941944060477342e-07
Octotools/019,1,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.7278392923956755,0.10171269004895238,0.1700864707432636,0.0003582874289117227,3.25938319677529e-06
Octotools/021,2,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.6286703676589214,0.03311988013132615,0.16032168455181192,0.17788691905700585,1.1486009348343943e-06
Octotools/022,0,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.3016573203789867,0.07100807282971859,0.6255653681921984,0.001767918917127662,1.3196819686866143e-06
Octotools/023,1,World Knowledge,Reasoning Hallucination,Human-Interaction Hallucination,0,0.6919762792511357,0.0006006591954084889,0.2948110775457147,0.01261160475414306,3.792535980318234e-07
Octotools/024,0,World Knowledge,Reasoning Hallucination,Human-Interaction Hallucination,0,0.35795932654698714,0.07651312136720757,0.29427590516420815,0.27121954648309426,3.210043850276e-05
Octotools/025,0,World Knowledge,Retrieval Hallucination,Reasoning Hallucination,0,0.2745129475951029,0.16569978873160424,0.5284689065147539,0.031318232392898694,1.247656401856453e-07
Octotools/026,3,World Knowledge,Retrieval Hallucination,Reasoning Hallucination,0,0.001459477877248018,0.0091373277056572,0.9545611672917763,0.03483508898340546,6.9381419131112955e-06
Octotools/027,4,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.47101156087217455,0.3203380493726135,0.11541630500223503,0.09322279922446332,1.1285528513584496e-05
Octotools/029,3,Math,Reasoning Hallucination,Human-Interaction Hallucination,0,0.46169776573895827,0.31515343311360916,0.2229801221009434,0.00016853982644052313,1.3922004873864011e-07
Octotools/030,4,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.15123921059662868,0.00046214497337980525,0.8482983900988441,2.5380449243815765e-07,5.266550292060051e-10
Octotools/031,2,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.06309011458946732,0.000601380344588318,0.9363039918395367,4.378193163981476e-06,1.3503324358982363e-07
Octotools/033,2,Science,Reasoning Hallucination,Reasoning Hallucination,1,0.15426562037994263,0.025206088726654287,0.8127817681449555,0.007746455069615966,6.767883165089624e-08
Octotools/034,0,Science,Reasoning Hallucination,Reasoning Hallucination,1,7.94380886763912e-05,2.2042277215364154e-07,0.9999203401394308,1.3475853198323985e-09,1.535337915554477e-12
Octotools/035,2,Science,Reasoning Hallucination,Human-Interaction Hallucination,0,0.7400511510931331,0.0027616736714330624,0.2571871325941518,4.0799147268704775e-08,1.8421347286385671e-09
Octotools/039,2,World Knowledge,Reasoning Hallucination,Reasoning Hallucination,1,0.11912244344243483,0.004248459794192068,0.876253899446784,0.0003749490107291074,2.483058599338363e-07
Octotools/043,4,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.2810530142615666,0.05781660245557654,0.6236490282992241,0.037480464395215234,8.90588417581806e-07
Octotools/044,1,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.042575930536185795,0.05951244235844969,0.8611757550662225,0.03673585801838357,1.4020758337372754e-08
Octotools/046,4,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.02410639577587855,0.34820827820658484,0.6250507486861284,0.0026345635249531043,1.3806454993913642e-08
OpenDeepSearch/000,0,General Assistant,Retrieval Hallucination,Reasoning Hallucination,0,0.0956117969189156,0.09027494482520142,0.42910812811098853,0.3833932206774007,0.0016119094674937845
OpenDeepSearch/001,0,Science,Planning Hallucination,Reasoning Hallucination,0,0.25152746696381056,0.2345360598519837,0.42035487319814924,0.09358157289593856,2.7090117872367402e-08
OpenDeepSearch/003,2,World Knowledge,Reasoning Hallucination,Planning Hallucination,0,0.22495726277981518,0.5527149389552318,0.11100336270731627,0.10828065419392194,0.003043781363714725
OpenDeepSearch/004,4,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.014957088526800676,0.19396052062350913,0.1630727245595336,0.6259021353237972,0.0021075309663592164
OpenDeepSearch/005,1,Science,Retrieval Hallucination,Planning Hallucination,0,0.0869495351341301,0.7655794448477916,0.08664869306798441,0.06045400960828944,0.0003683173418042799
OpenDeepSearch/006,1,General Assistant,Retrieval Hallucination,Retrieval Hallucination,1,0.04530683795858755,0.158947705923322,0.1583154860398919,0.634920346521022,0.0025096235571765565
OpenDeepSearch/007,4,Science,Retrieval Hallucination,Retrieval Hallucination,1,0.02848172488581131,0.3932639802435639,0.09140183369932196,0.48602718668145606,0.0008252744898465759
OpenDeepSearch/010,3,Science,Planning Hallucination,Retrieval Hallucination,0,0.033851484145237525,0.3157838691143914,0.2236599926800239,0.42658490467210797,0.00011974938823916729
OpenDeepSearch/011,1,Math,Retrieval Hallucination,Planning Hallucination,0,0.11542577301699081,0.4649118329144582,0.26543599175634525,0.15417577042240285,5.063188980277725e-05
OpenDeepSearch/012,4,Math,Reasoning Hallucination,Planning Hallucination,0,0.08783141579757188,0.32990320753372654,0.2177970387881518,0.12518831722726675,0.23928002065328297
OpenDeepSearch/013,2,General Assistant,Retrieval Hallucination,Retrieval Hallucination,1,0.20290321439112755,0.09782971992855884,0.0687018637192987,0.6297219163951547,0.0008432855658601761
OpenDeepSearch/015,2,General Assistant,Reasoning Hallucination,Planning Hallucination,0,0.027087377236272893,0.6700555195789489,0.08867702140937782,0.21416551844000362,1.4563335396882257e-05
OpenDeepSearch/016,1,Science,Planning Hallucination,Planning Hallucination,1,0.10189749578388842,0.3380520798245813,0.31668856110256993,0.23740544260121105,0.005956420687749392
OpenDeepSearch/017,4,General Assistant,Planning Hallucination,Planning Hallucination,1,0.011620748310062172,0.5169429980411858,0.06996502934540731,0.4014557393456648,1.5484957679904443e-05
OpenDeepSearch/018,2,Science,Planning Hallucination,Planning Hallucination,1,0.050708294809647794,0.5076284897077742,0.18074158670917384,0.26068330159073055,0.00023832718267341617
OpenDeepSearch/019,0,General Assistant,Retrieval Hallucination,Reasoning Hallucination,0,0.09377028094498221,0.19386950878428724,0.4235681348006345,0.28879145185168764,6.236184084657628e-07
OpenDeepSearch/020,1,General Assistant,Reasoning Hallucination,Tool-Use Hallucination,0,0.002552122911038983,0.0006838202705654599,0.022897532493969617,0.08247729466066225,0.8913892296637637
OpenDeepSearch/021,0,Science,Reasoning Hallucination,Reasoning Hallucination,1,0.06310232449553585,0.21407018471248176,0.49152063560167825,0.2107818637554441,0.020524991434859988
OpenDeepSearch/023,1,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.16607232120729634,0.08152411190646865,0.13379664365239086,0.6078313711415578,0.010775552092286207
OpenDeepSearch/025,1,Science,Reasoning Hallucination,Planning Hallucination,0,0.1115278250928806,0.6384071158366329,0.22083026631562921,0.029144167014716803,9.0625740140422e-05
OpenDeepSearch/026,1,General Assistant,Reasoning Hallucination,Human-Interaction Hallucination,0,0.3843398082959505,0.09020334422747016,0.15930751484316077,0.36492118324262884,0.0012281493907897265
OpenDeepSearch/027,2,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.1682510757438546,0.6426634002204678,0.034355756646139095,0.1547251051956756,4.662193863025073e-06
OpenDeepSearch/029,3,Math,Retrieval Hallucination,Reasoning Hallucination,0,0.047272881645092385,0.2691299526610205,0.5233726328442317,0.15921291452552622,0.0010116183241292227
OpenDeepSearch/030,3,Math,Reasoning Hallucination,Planning Hallucination,0,0.1011111316666878,0.34108948557769364,0.33775355739384194,0.22002445487890612,2.1370482870460133e-05
OpenDeepSearch/031,4,Math,Reasoning Hallucination,Planning Hallucination,0,0.04758370839823243,0.6863042813201233,0.08533659056427559,0.1720555562638593,0.008719863453509412
OpenDeepSearch/032,0,Math,Reasoning Hallucination,Planning Hallucination,0,0.0947762164751504,0.39335196313524445,0.19239330613520383,0.30563684371919203,0.01384167053520927
OpenDeepSearch/033,2,Math,Reasoning Hallucination,Planning Hallucination,0,0.09791777170917386,0.4145471254372637,0.1339150408325092,0.34821108363064424,0.005408978390409095
OpenDeepSearch/034,0,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.02082181160802907,0.16357567016111965,0.19637076411570403,0.6166028899456055,0.0026288641695417394
OpenDeepSearch/035,3,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.20277207528733848,0.3587038659909575,0.08896947544609156,0.3195942942676649,0.029960289007947703
OpenDeepSearch/039,4,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.11549284046154223,0.45194379633235954,0.21713145417814353,0.21501042643412568,0.0004214825938291572
OpenDeepSearch/041,2,World Knowledge,Reasoning Hallucination,Planning Hallucination,0,0.03428130358984341,0.6175117352677231,0.07176880883387526,0.2761009238057058,0.00033722850285246444
OpenDeepSearch/042,1,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.03258950531873994,0.5571882197910489,0.15882620579242568,0.2511867656383136,0.00020930345947177057
OpenDeepSearch/043,2,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.10147948894407963,0.5106730773086057,0.025552925169247714,0.3620875187126493,0.00020698986541763602
OpenDeepSearch/045,2,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.03657037426375902,0.6103288454470475,0.15349224119435873,0.19213188742706203,0.007476651667772727
OpenDeepSearch/046,3,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.05492622958997456,0.5078434929129304,0.22273824682747176,0.18296035149858977,0.03153167917103357
OpenDeepSearch/047,2,Math,Reasoning Hallucination,Retrieval Hallucination,0,0.17110240108316757,0.031292305153018125,0.29289582881343157,0.5034454003611976,0.0012640645891852636
OpenDeepSearch/061,4,World Knowledge,Retrieval Hallucination,Planning Hallucination,0,0.052185127918812586,0.5499216568431433,0.37031490816059837,0.027559398486772482,1.8908590673224443e-05
OpenDeepSearch/063,0,World Knowledge,Retrieval Hallucination,Reasoning Hallucination,0,0.2360961615595535,0.2923506484506312,0.3931949448589002,0.07835783461970003,4.105112148049401e-07
OpenDeepSearch/067,1,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.5117264952132717,0.24039153958185625,0.11299604123417964,0.13334572500655498,0.0015401989641373628
OpenDeepSearch/069,0,World Knowledge,Retrieval Hallucination,Reasoning Hallucination,0,0.12800446122229414,0.26080987371615194,0.3467322502620234,0.2644053120241986,4.810277533209099e-05
OpenDeepSearch/070,2,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.03317662130707164,0.07157754234415088,0.33591484656000603,0.5351458878507489,0.024185101938022528
OpenDeepSearch/074,3,World Knowledge,Reasoning Hallucination,Reasoning Hallucination,1,0.027146801588976824,0.0859905537160481,0.7396112867717615,0.0922477024750449,0.05500365544816873
OpenDeepSearch/076,4,World Knowledge,Planning Hallucination,Retrieval Hallucination,0,0.12508643228617006,0.2806666442110255,0.051537316710226544,0.5370253012310495,0.005684305561528428
OpenDeepSearch/078,4,World Knowledge,Planning Hallucination,Retrieval Hallucination,0,0.22323134601815253,0.13436241513579456,0.06151688687058461,0.5742200015215181,0.006669350453950261
OpenDeepSearch/079,4,World Knowledge,Planning Hallucination,Retrieval Hallucination,0,0.20958884130246894,0.28422600169764584,0.11616173450732203,0.3784360306297369,0.011587391862826205
OpenDeepSearch/080,1,World Knowledge,Planning Hallucination,Retrieval Hallucination,0,0.07449190962417536,0.41668568600862205,0.08367955770669475,0.4239224283311811,0.0012204183293268078
OpenDeepSearch/081,1,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.04801257987027677,0.3886074732284154,0.13626730819782798,0.4271084910414397,4.14766204014195e-06
OpenDeepSearch/082,1,World Knowledge,Reasoning Hallucination,Retrieval Hallucination,0,0.10587512572904928,0.19193550718968427,0.14456445697404466,0.5574377744211505,0.00018713568607122018
OpenDeepSearch/086,3,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.03419931953925424,0.33629891667832923,0.1868705082616666,0.442049850698703,0.000581404822046904
OpenDeepSearch/087,3,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.16479819383014044,0.3047073123526982,0.12963573417809773,0.3577657881856908,0.04309297145337272
OpenDeepSearch/088,4,Science,Planning Hallucination,Retrieval Hallucination,0,0.3842322688671264,0.1392606939300681,0.03180152539901644,0.441531379093037,0.0031741327107521976
OpenDeepSearch/089,2,Science,Planning Hallucination,Retrieval Hallucination,0,0.14369168935040155,0.286747804277764,0.059755490201637444,0.5089834455061215,0.0008215706640755088
OpenDeepSearch/090,0,Science,Planning Hallucination,Reasoning Hallucination,0,0.1307251412217653,0.008646935124981965,0.860506564797672,0.00012082239574819012,5.364598324728488e-07
OpenDeepSearch/091,2,Science,Planning Hallucination,Reasoning Hallucination,0,0.3425820630222199,0.22343520144660886,0.3971185203325015,0.03684855272563419,1.5662473035632542e-05
OpenDeepSearch/095,0,Math,Reasoning Hallucination,Planning Hallucination,0,0.06692942190771198,0.5507884352531648,0.07545107468429162,0.30457815323623844,0.0022529149185930783
OpenDeepSearch/096,2,Math,Planning Hallucination,Reasoning Hallucination,0,0.03298481457195125,0.25528750686957713,0.44138196915695527,0.2694242020698364,0.0009215073316799771
OpenDeepSearch/097,1,Math,Planning Hallucination,Retrieval Hallucination,0,0.03762304420852179,0.3077886055980778,0.1403412337897907,0.5127501193762073,0.0014969970274022874
OpenDeepSearch/098,1,Math,Planning Hallucination,Planning Hallucination,1,0.030917359094272564,0.5883785443670505,0.061705603643580964,0.3189737131863187,2.477970877734983e-05
OpenManus/002,4,General Assistant,Retrieval Hallucination,Retrieval Hallucination,1,0.011469275320336609,0.02713204959486041,0.008938118299775893,0.9522976403709156,0.00016291641411132236
OpenManus/003,3,Science,Reasoning Hallucination,Reasoning Hallucination,1,0.08609802392766533,0.011347102974303155,0.8103732114515507,0.09218133837727302,3.2326920781493944e-07
OpenManus/004,0,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.06759471394944107,0.009168992494525807,0.8743584732574519,0.048877499773540514,3.2052504092269547e-07
OpenManus/005,2,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.604310275900514,0.0008637952510927481,0.38212982597244627,2.2168008109918402e-05,0.012673934867837083
OpenManus/006,1,General Assistant,Reasoning Hallucination,Reasoning Hallucination,1,0.18483610728453853,0.008758213125310051,0.7578720464694129,0.04850834732037587,2.528580036271968e-05
OpenManus/007,4,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.06085483793708296,0.024531859988743174,0.10657504225499347,0.7966811865700503,0.011357073249130161
OpenManus/009,1,World Knowledge,Retrieval Hallucination,Human-Interaction Hallucination,0,0.5964924339100394,0.006348504640521037,0.0051134779310320535,0.1205199709673803,0.27152561255102725
OpenManus/010,0,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.03956872611507651,0.006777805846474265,0.5795046852851018,0.3736551572425423,0.0004936255108052599
OpenManus/011,0,Science,Human-Interaction Hallucination,Human-Interaction Hallucination,1,0.685764298341793,0.03661210576774713,0.2693782206048241,0.00824528723614039,8.804949534634102e-08
OpenManus/013,4,Science,Reasoning Hallucination,Retrieval Hallucination,0,0.013884746470882083,0.04138394189596329,0.016580320769949492,0.927783156065356,0.00036783479784911164
OpenManus/014,2,World Knowledge,Human-Interaction Hallucination,Planning Hallucination,0,0.06004466862464714,0.8207822093478188,0.02626775237141147,0.05986070353111873,0.03304466612500387
OpenManus/015,4,World Knowledge,Retrieval Hallucination,Retrieval Hallucination,1,0.027375379255005352,0.008018625664693323,0.036494581203774024,0.9280801944735196,3.121940300772591e-05
OpenManus/017,0,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.3241050358138152,4.31891086049252e-05,0.6758513122849262,3.8335723058268124e-07,7.943542290175222e-08
OpenManus/018,2,Math,Human-Interaction Hallucination,Planning Hallucination,0,0.334514222365333,0.4090250424154069,0.2523571978541353,0.004102335141158744,1.2022239661155169e-06
OpenManus/019,0,Math,Reasoning Hallucination,Human-Interaction Hallucination,0,0.5665118063266777,0.008784498872209034,0.42451121718899,0.00019060147792044095,1.8761342028293758e-06
OpenManus/020,3,Math,Reasoning Hallucination,Reasoning Hallucination,1,0.3671386579066731,0.1207746074711885,0.3964236191597635,0.11520453193151214,0.0004585835308625248
OpenManus/021,1,Math,Reasoning Hallucination,Planning Hallucination,0,0.07195256550522064,0.868608992769392,0.05930206005008637,0.00011944540876165155,1.6936266539240395e-05
