id,row_index,fold,target,prob_hallucination,pred_hallucination,subject,hallucination_category
Octotools/032,383,0,0,0.5607970031803667,1,Science,Unknown Type
Octotools/033,384,2,1,0.3921067466703323,0,Science,Unknown Type
Octotools/034,385,3,1,0.46607072130995036,0,Science,Unknown Type
Octotools/035,386,2,1,0.3891542623177235,0,Science,Unknown Type
Octotools/036,387,2,0,0.6061540775125707,1,Science,Unknown Type
Octotools/037,388,4,0,0.17451733059194166,0,Science,Unknown Type
Octotools/038,389,0,0,0.5794167660951732,1,World Knowledge,Unknown Type
Octotools/039,390,1,1,0.5902527482822328,1,World Knowledge,Unknown Type
Octotools/040,391,3,0,0.43160441577816405,0,World Knowledge,Unknown Type
Octotools/041,392,4,0,0.46116899437817344,0,World Knowledge,Unknown Type
Octotools/042,393,0,0,0.3011127398740708,0,Science,Unknown Type
Octotools/043,394,1,1,0.45966408259436514,0,Math,Unknown Type
Octotools/044,395,4,1,0.7155871886991048,1,Math,Unknown Type
Octotools/045,396,1,0,0.7618718922036579,1,Math,Unknown Type
Octotools/046,397,3,1,0.4230417269894997,0,Math,Unknown Type
OpenDeepSearch/000,398,2,1,0.38647919894059485,0,General Assistant,Unknown Type
OpenDeepSearch/001,399,2,1,0.5649395806347919,1,Science,Unknown Type
OpenDeepSearch/002,400,3,0,0.5333287649635283,1,General Assistant,Unknown Type
OpenDeepSearch/003,401,0,1,0.3427415355124407,0,World Knowledge,Unknown Type
OpenDeepSearch/004,402,4,1,0.4816793270851646,0,World Knowledge,Unknown Type
OpenDeepSearch/005,403,2,1,0.6148693665262742,1,Science,Unknown Type
OpenDeepSearch/006,404,1,1,0.3153767339296676,0,General Assistant,Unknown Type
OpenDeepSearch/007,405,4,1,0.29042513622561084,0,Science,Unknown Type
OpenDeepSearch/008,406,4,0,0.5714558866770153,1,World Knowledge,Unknown Type
OpenDeepSearch/009,407,4,0,0.5132189085718949,1,World Knowledge,Unknown Type
OpenDeepSearch/010,408,2,1,0.546739176097731,1,Science,Unknown Type
OpenDeepSearch/011,409,3,1,0.4166905412842979,0,Math,Unknown Type
OpenDeepSearch/012,410,3,1,0.32957937241520135,0,Math,Unknown Type
OpenDeepSearch/013,411,2,1,0.5266179152229531,1,General Assistant,Unknown Type
OpenDeepSearch/014,412,0,0,0.4190670519109103,0,General Assistant,Unknown Type
OpenDeepSearch/015,413,4,1,0.4518690628685012,0,General Assistant,Unknown Type
OpenDeepSearch/016,414,4,1,0.3162632091266146,0,Science,Unknown Type
OpenDeepSearch/017,415,4,1,0.3876768564514878,0,General Assistant,Unknown Type
OpenDeepSearch/018,416,3,1,0.45472677379984544,0,Science,Unknown Type
OpenDeepSearch/019,417,1,1,0.44151558610308594,0,General Assistant,Unknown Type
OpenDeepSearch/020,418,2,1,0.5528218850806869,1,General Assistant,Unknown Type
OpenDeepSearch/021,419,3,1,0.4142609275862748,0,Science,Unknown Type
OpenDeepSearch/022,420,2,0,0.28162815182148826,0,General Assistant,Unknown Type
OpenDeepSearch/023,421,4,1,0.5473438952712697,1,Math,Unknown Type
OpenDeepSearch/024,422,3,0,0.3603560339496261,0,General Assistant,Unknown Type
OpenDeepSearch/025,423,3,1,0.6065783411888135,1,Science,Unknown Type
OpenDeepSearch/026,424,4,1,0.5925282643054044,1,General Assistant,Unknown Type
OpenDeepSearch/027,425,4,1,0.636178353299683,1,World Knowledge,Unknown Type
OpenDeepSearch/028,426,1,0,0.6020509186843642,1,Math,Unknown Type
OpenDeepSearch/029,427,2,1,0.4609506153286407,0,Math,Unknown Type
OpenDeepSearch/030,428,3,1,0.6882443805686628,1,Math,Unknown Type
OpenDeepSearch/031,429,1,1,0.3679207009967845,0,Math,Unknown Type
OpenDeepSearch/032,430,1,1,0.4148920257767378,0,Math,Unknown Type
OpenDeepSearch/033,431,2,1,0.429265306733925,0,Math,Unknown Type
OpenDeepSearch/034,432,2,1,0.3461298484188482,0,World Knowledge,Unknown Type
OpenDeepSearch/035,433,2,1,0.49617174527747215,0,World Knowledge,Unknown Type
OpenDeepSearch/036,434,2,0,0.3940743680216931,0,World Knowledge,Unknown Type
OpenDeepSearch/037,435,1,0,0.4122624397908395,0,World Knowledge,Unknown Type
OpenDeepSearch/038,436,2,0,0.6402836947707031,1,World Knowledge,Unknown Type
OpenDeepSearch/039,437,1,1,0.3727779585412645,0,World Knowledge,Unknown Type
OpenDeepSearch/040,438,2,0,0.5998350820696139,1,World Knowledge,Unknown Type
OpenDeepSearch/041,439,1,1,0.4826833923669531,0,World Knowledge,Unknown Type
OpenDeepSearch/042,440,2,1,0.4413293332969931,0,World Knowledge,Unknown Type
OpenDeepSearch/043,441,4,1,0.6952031736588196,1,World Knowledge,Unknown Type
OpenDeepSearch/044,442,2,0,0.5491647468981643,1,World Knowledge,Unknown Type
OpenDeepSearch/045,443,3,1,0.45570415868741926,0,World Knowledge,Unknown Type
OpenDeepSearch/046,444,1,1,0.5467715742638811,1,World Knowledge,Unknown Type
OpenDeepSearch/047,445,4,1,0.5494560133030585,1,Math,Unknown Type
OpenDeepSearch/048,446,3,0,0.41996965264978364,0,Math,Unknown Type
OpenDeepSearch/049,447,3,0,0.549281604642656,1,Math,Unknown Type
OpenDeepSearch/050,448,4,0,0.4980613050450658,0,World Knowledge,Unknown Type
OpenDeepSearch/051,449,4,0,0.47480671034485883,0,World Knowledge,Unknown Type
OpenDeepSearch/052,450,0,0,0.3791989078216835,0,World Knowledge,Unknown Type
OpenDeepSearch/053,451,1,0,0.41392266121091464,0,World Knowledge,Unknown Type
OpenDeepSearch/054,452,1,0,0.6845745170009622,1,World Knowledge,Unknown Type
OpenDeepSearch/055,453,0,0,0.44887206513199707,0,World Knowledge,Unknown Type
OpenDeepSearch/056,454,2,0,0.5041758410642933,1,World Knowledge,Unknown Type
OpenDeepSearch/057,455,0,0,0.5034736965206951,1,World Knowledge,Unknown Type
OpenDeepSearch/058,456,1,0,0.46806108393585427,0,World Knowledge,Unknown Type
OpenDeepSearch/059,457,3,0,0.4317520393532934,0,World Knowledge,Unknown Type
OpenDeepSearch/060,458,2,0,0.6481753507662619,1,World Knowledge,Unknown Type
OpenDeepSearch/061,459,1,1,0.4127871309873016,0,World Knowledge,Unknown Type
OpenDeepSearch/062,460,4,0,0.4799726881216255,0,World Knowledge,Unknown Type
OpenDeepSearch/063,461,3,1,0.514468053365872,1,World Knowledge,Unknown Type
OpenDeepSearch/064,462,0,0,0.42527667927997614,0,World Knowledge,Unknown Type
OpenDeepSearch/065,463,0,0,0.4528645979861059,0,World Knowledge,Unknown Type
OpenDeepSearch/066,464,1,0,0.4025541005418639,0,World Knowledge,Unknown Type
OpenDeepSearch/067,465,1,1,0.5447640377231768,1,World Knowledge,Unknown Type
OpenDeepSearch/068,466,3,0,0.4614653643401922,0,World Knowledge,Unknown Type
OpenDeepSearch/069,467,3,1,0.4789216378455478,0,World Knowledge,Unknown Type
OpenDeepSearch/070,468,0,1,0.39588431749169917,0,World Knowledge,Unknown Type
OpenDeepSearch/071,469,3,0,0.602531817129532,1,World Knowledge,Unknown Type
OpenDeepSearch/072,470,1,0,0.2782672099009346,0,World Knowledge,Unknown Type
OpenDeepSearch/073,471,1,0,0.5546639000464989,1,World Knowledge,Unknown Type
OpenDeepSearch/074,472,4,1,0.299280210260951,0,World Knowledge,Unknown Type
OpenDeepSearch/075,473,0,0,0.3523797698836125,0,World Knowledge,Unknown Type
OpenDeepSearch/076,474,0,1,0.45466956656564883,0,World Knowledge,Unknown Type
OpenDeepSearch/077,475,4,0,0.5297564802021273,1,World Knowledge,Unknown Type
OpenDeepSearch/078,476,3,1,0.5598641687748834,1,World Knowledge,Unknown Type
OpenDeepSearch/079,477,0,1,0.44887206513199707,0,World Knowledge,Unknown Type
OpenDeepSearch/080,478,2,1,0.6160500694703546,1,World Knowledge,Unknown Type
OpenDeepSearch/081,479,2,1,0.4641771919025033,0,World Knowledge,Unknown Type
OpenDeepSearch/082,480,1,1,0.5080020203484907,1,World Knowledge,Unknown Type
OpenDeepSearch/083,481,3,0,0.4087001411762549,0,World Knowledge,Unknown Type
OpenDeepSearch/084,482,4,0,0.41138574510548237,0,World Knowledge,Unknown Type
OpenDeepSearch/085,483,3,0,0.3659659413200053,0,World Knowledge,Unknown Type
OpenDeepSearch/086,484,0,1,0.4930839359999295,0,World Knowledge,Unknown Type
OpenDeepSearch/087,485,0,1,0.4449982850162889,0,World Knowledge,Unknown Type
OpenDeepSearch/088,486,0,1,0.5669891390775722,1,Science,Unknown Type
OpenDeepSearch/089,487,1,1,0.45221088347711563,0,Science,Unknown Type
OpenDeepSearch/090,488,1,1,0.42286297104962384,0,Science,Unknown Type
OpenDeepSearch/091,489,3,1,0.611119949024519,1,Science,Unknown Type
OpenDeepSearch/092,490,3,0,0.2827006337631246,0,Math,Unknown Type
OpenDeepSearch/093,491,4,0,0.6071954929028214,1,Math,Unknown Type
OpenDeepSearch/094,492,2,0,0.5587992037526153,1,Math,Unknown Type
OpenDeepSearch/095,493,4,1,0.5019787265684532,1,Math,Unknown Type
OpenDeepSearch/096,494,2,1,0.43010221772749824,0,Math,Unknown Type
OpenDeepSearch/097,495,1,1,0.36844198302361053,0,Math,Unknown Type
OpenDeepSearch/098,496,0,1,0.47502463124114175,0,Math,Unknown Type
OpenDeepSearch/099,497,3,0,0.49832228100864534,0,Math,Unknown Type
OpenManus/000,498,3,0,0.2290985476979312,0,Science,Unknown Type
OpenManus/001,499,2,0,0.3741345887677161,0,Science,Unknown Type
OpenManus/002,500,2,1,0.8197833327013284,1,General Assistant,Unknown Type
OpenManus/003,501,3,1,0.4888756976969442,0,Science,Unknown Type
OpenManus/004,502,3,1,0.5876680812509668,1,Math,Unknown Type
OpenManus/005,503,2,1,0.5743809133159977,1,World Knowledge,Unknown Type
OpenManus/006,504,0,1,0.5568122749098195,1,General Assistant,Unknown Type
OpenManus/007,505,4,1,0.7106360731477701,1,World Knowledge,Unknown Type
OpenManus/008,506,3,0,0.8685126761530021,1,General Assistant,Unknown Type
OpenManus/009,507,2,1,0.707765101303816,1,World Knowledge,Unknown Type
OpenManus/010,508,3,1,0.45863613970746553,0,Math,Unknown Type
OpenManus/011,509,2,1,0.6660380880937897,1,Science,Unknown Type
OpenManus/012,510,1,0,0.2319627972040092,0,General Assistant,Unknown Type
OpenManus/013,511,4,1,0.7795363326720676,1,Science,Unknown Type
OpenManus/014,512,0,1,0.394666767217851,0,World Knowledge,Unknown Type
OpenManus/015,513,2,1,0.6790319991667301,1,World Knowledge,Unknown Type
OpenManus/016,514,3,0,0.8260286052816411,1,World Knowledge,Unknown Type
OpenManus/017,515,4,1,0.7670238717371197,1,Math,Unknown Type
OpenManus/018,516,1,1,0.6451074309140584,1,Math,Unknown Type
OpenManus/019,517,2,1,0.36651545800163954,0,Math,Unknown Type
OpenManus/020,518,4,1,0.6939380219616418,1,Math,Unknown Type
OpenManus/021,519,2,1,0.37928767970709903,0,Math,Unknown Type
OpenManus/022,520,1,1,0.46394688154710145,0,Math,Unknown Type
OpenManus/023,521,1,1,0.5316685912527436,1,Math,Unknown Type
OpenManus/024,522,2,0,0.8867875802770308,1,Math,Unknown Type
OpenManus/025,523,3,1,0.5953399566710071,1,World Knowledge,Unknown Type
OpenManus/026,524,2,1,0.3499818122633067,0,World Knowledge,Unknown Type
OpenManus/027,525,0,1,0.4190670519109103,0,World Knowledge,Unknown Type
OpenManus/028,526,0,0,0.8032717659169536,1,World Knowledge,Unknown Type
OpenManus/029,527,0,1,0.8167128529109037,1,World Knowledge,Unknown Type
OpenManus/030,528,0,1,0.758333389973611,1,World Knowledge,Unknown Type
OpenManus/031,529,3,1,0.5270812113971212,1,World Knowledge,Unknown Type
OpenManus/032,530,2,1,0.7886012635040741,1,World Knowledge,Unknown Type
OpenManus/033,531,4,1,0.6408350285738602,1,World Knowledge,Unknown Type
OpenManus/034,532,1,0,0.4736786540051358,0,Math,Unknown Type
OpenManus/035,533,0,0,0.7995593054394892,1,Math,Unknown Type
OpenManus/036,534,0,1,0.576898118647006,1,Science,Unknown Type
OpenManus/037,535,0,0,0.684607695541603,1,Science,Unknown Type
OpenManus/038,536,3,1,0.6772672973079457,1,Science,Unknown Type
OpenManus/039,537,2,1,0.5940966651279102,1,Science,Unknown Type
OpenManus/040,538,2,1,0.7712859530280787,1,Science,Unknown Type
OpenManus/041,539,3,1,0.8769761386952165,1,Science,Unknown Type
OpenManus/042,540,0,0,0.7968624473495763,1,Science,Unknown Type
OpenManus/043,541,1,1,0.5604015717076534,1,Science,Unknown Type
OpenManus/044,542,4,1,0.8640586419372933,1,Science,Unknown Type
OpenManus/045,543,1,1,0.4179277767288124,0,Science,Unknown Type
OpenManus/046,544,0,1,0.4310383493369913,0,Science,Unknown Type
OpenManus/047,545,1,1,0.5410693613162042,1,World Knowledge,Unknown Type
OpenManus/048,546,4,0,0.553906124565444,1,World Knowledge,Unknown Type
OpenManus/049,547,0,0,0.4662343692761023,0,World Knowledge,Unknown Type
OpenManus/050,548,1,1,0.615511290145806,1,World Knowledge,Unknown Type
OpenManus/051,549,1,0,0.548373265141857,1,World Knowledge,Unknown Type
OpenManus/052,550,0,1,0.5025703495192559,1,World Knowledge,Unknown Type
OpenManus/053,551,3,1,0.520711025445012,1,World Knowledge,Unknown Type
OpenManus/054,552,0,1,0.6817496689176282,1,World Knowledge,Unknown Type
OpenManus/055,553,3,1,0.726213891519203,1,World Knowledge,Unknown Type
OpenManus/056,554,0,1,0.7997447345658513,1,World Knowledge,Unknown Type
OpenManus/057,555,1,1,0.4981299305840897,0,World Knowledge,Unknown Type
OpenManus/058,556,0,1,0.6947795307249022,1,World Knowledge,Unknown Type
OpenManus/059,557,4,1,0.7098405891603906,1,World Knowledge,Unknown Type
OpenManus/060,558,4,1,0.2860579469661365,0,World Knowledge,Unknown Type
OpenManus/061,559,3,0,0.6369223634470812,1,World Knowledge,Unknown Type
OpenManus/062,560,2,0,0.43346441709672584,0,World Knowledge,Unknown Type
OpenManus/063,561,2,1,0.5917854633874775,1,World Knowledge,Unknown Type
OpenManus/064,562,3,1,0.5845630162257455,1,World Knowledge,Unknown Type
OpenManus/065,563,4,1,0.49367764954403653,0,World Knowledge,Unknown Type
OpenManus/066,564,3,1,0.8433541976116067,1,World Knowledge,Unknown Type
OpenManus/067,565,2,1,0.3668300629072235,0,World Knowledge,Unknown Type
OpenManus/068,566,2,1,0.9532020217774438,1,World Knowledge,Unknown Type
OpenManus/069,567,2,0,0.534461286101798,1,World Knowledge,Unknown Type
OpenManus/070,568,2,1,0.4852605866661938,0,World Knowledge,Unknown Type
OpenManus/071,569,3,1,0.5414168684774056,1,World Knowledge,Unknown Type
OpenManus/072,570,4,1,0.5230688716298195,1,World Knowledge,Unknown Type
OpenManus/073,571,2,1,0.5089657816099044,1,World Knowledge,Unknown Type
OpenManus/074,572,4,1,0.8268834637161468,1,Science,Unknown Type
OpenManus/075,573,4,1,0.3445755298099634,0,Science,Unknown Type
OpenManus/076,574,3,1,0.8962777953020413,1,Science,Unknown Type
OpenManus/077,575,3,1,0.5203891114164498,1,Science,Unknown Type
OpenManus/078,576,3,1,0.5922450232594108,1,Science,Unknown Type
OpenManus/079,577,2,1,0.569596833653239,1,Science,Unknown Type
OpenManus/080,578,3,0,0.5854463029609762,1,Science,Unknown Type
OpenManus/081,579,1,1,0.30302119202399663,0,Science,Unknown Type
OpenManus/082,580,0,1,0.8550566793802888,1,Science,Unknown Type
OpenManus/083,581,2,1,0.6750553252816552,1,Science,Unknown Type
OpenManus/084,582,2,1,0.45061739267227835,0,Science,Unknown Type
OpenManus/085,583,3,1,0.7558957269412012,1,Science,Unknown Type
OpenManus/086,584,2,1,0.9886117022793038,1,Science,Unknown Type
OpenManus/087,585,1,1,0.4621590205301945,0,Science,Unknown Type
OpenManus/088,586,0,1,0.3402366343881745,0,Science,Unknown Type
OpenManus/089,587,0,1,0.7495125046989134,1,Science,Unknown Type
OpenManus/090,588,4,1,0.7431519400568644,1,Science,Unknown Type
OpenManus/091,589,0,1,0.5518521801418204,1,Science,Unknown Type
OpenManus/092,590,0,1,0.6505131106784153,1,Science,Unknown Type
OpenManus/093,591,2,1,0.5454092466463537,1,Science,Unknown Type
OpenManus/094,592,0,1,0.724316151419901,1,Math,Unknown Type
OpenManus/095,593,0,0,0.6178756477764022,1,Math,Unknown Type
OpenManus/096,594,2,1,0.6993872659245413,1,Math,Unknown Type
OpenManus/097,595,4,1,0.27483328236172305,0,Math,Unknown Type
OpenManus/098,596,1,1,0.4653444650557384,0,Math,Unknown Type
OpenManus/099,597,4,0,0.42328465472491855,0,Math,Unknown Type
OpenManus/100,598,3,1,0.5077653595160658,1,Math,Unknown Type
OpenManus/101,599,0,1,0.3791080260361398,0,Math,Unknown Type
OpenManus/102,600,3,1,0.6649744870898227,1,Math,Unknown Type
OpenManus/103,601,2,1,0.5473109664831141,1,Math,Unknown Type
SmolAgents/000,602,4,0,0.8326046030693119,1,Science,Unknown Type
SmolAgents/001,603,2,1,0.588902735214528,1,Math,Unknown Type
SmolAgents/002,604,0,1,0.8451850127013113,1,Science,Unknown Type
SmolAgents/003,605,3,1,0.37224772716777216,0,Math,Unknown Type
SmolAgents/004,606,0,0,0.36588505328086673,0,General Assistant,Unknown Type
SmolAgents/005,607,0,0,0.5982034679621635,1,Science,Unknown Type
SmolAgents/006,608,0,1,0.39369589775195757,0,General Assistant,Unknown Type
SmolAgents/007,609,2,0,0.3742720107662844,0,General Assistant,Unknown Type
SmolAgents/008,610,4,1,0.5092678892685168,1,Math,Unknown Type
SmolAgents/009,611,3,1,0.6422897280957783,1,General Assistant,Unknown Type
SmolAgents/010,612,0,0,0.36858705347020915,0,World Knowledge,Unknown Type
SmolAgents/011,613,1,0,0.4512176602955624,0,General Assistant,Unknown Type
SmolAgents/012,614,1,1,0.36062213410392047,0,General Assistant,Unknown Type
SmolAgents/013,615,0,0,0.4907919332652356,0,General Assistant,Unknown Type
SmolAgents/014,616,3,1,0.44689277101266733,0,World Knowledge,Unknown Type
SmolAgents/015,617,4,1,0.5089674053663993,1,General Assistant,Unknown Type
SmolAgents/016,618,1,0,0.6700256508806839,1,Math,Unknown Type
SmolAgents/017,619,1,1,0.4361866396947905,0,Science,Unknown Type
SmolAgents/018,620,3,1,0.4466291278207853,0,Math,Unknown Type
SmolAgents/019,621,3,0,0.7444558381226547,1,Science,Unknown Type
SmolAgents/020,622,4,1,0.2638794047738777,0,General Assistant,Unknown Type
SmolAgents/021,623,3,1,0.46034156600136134,0,Science,Unknown Type
SmolAgents/022,624,2,1,0.40908367356154174,0,Science,Unknown Type
SmolAgents/023,625,0,1,0.38039917836567344,0,Math,Unknown Type
SmolAgents/024,626,4,1,0.6576167681269639,1,World Knowledge,Unknown Type
SmolAgents/025,627,0,1,0.4061444638552008,0,General Assistant,Unknown Type
SmolAgents/026,628,1,1,0.4316483243714556,0,Science,Unknown Type
SmolAgents/027,629,2,1,0.5148998032690026,1,World Knowledge,Unknown Type
SmolAgents/028,630,4,1,0.593879244771789,1,Math,Unknown Type
SmolAgents/029,631,4,0,0.38584123770573425,0,Math,Unknown Type
SmolAgents/030,632,4,0,0.4514764296497233,0,General Assistant,Unknown Type
SmolAgents/031,633,2,1,0.4139784015221728,0,General Assistant,Unknown Type
SmolAgents/032,634,1,1,0.4729127637174848,0,General Assistant,Unknown Type
SmolAgents/033,635,0,1,0.720223311526601,1,Math,Unknown Type
SmolAgents/034,636,0,1,0.48043232962774973,0,World Knowledge,Unknown Type
SmolAgents/035,637,4,0,0.6769346845719248,1,General Assistant,Unknown Type
SmolAgents/036,638,3,1,0.4359012112824361,0,Science,Unknown Type
SmolAgents/037,639,2,1,0.8792989797588933,1,World Knowledge,Unknown Type
SmolAgents/038,640,4,0,0.4229230643133662,0,World Knowledge,Unknown Type
SmolAgents/039,641,2,1,0.47677132945509587,0,Science,Unknown Type
SmolAgents/040,642,0,1,0.5100406840054341,1,Math,Unknown Type
SmolAgents/041,643,3,0,0.5860435234912712,1,Math,Unknown Type
SmolAgents/042,644,3,0,0.4244697177388124,0,Math,Unknown Type
SmolAgents/043,645,3,1,0.4799031733761881,0,World Knowledge,Unknown Type
SmolAgents/044,646,1,0,0.5034735876192475,1,World Knowledge,Unknown Type
SmolAgents/045,647,1,1,0.36816081595299827,0,World Knowledge,Unknown Type
SmolAgents/046,648,3,1,0.4153102768141195,0,Math,Unknown Type
SmolAgents/047,649,2,1,0.3452579573278543,0,Math,Unknown Type
SmolAgents/048,650,4,1,0.3181162270984271,0,Math,Unknown Type
SmolAgents/049,651,3,1,0.5521284457854884,1,Math,Unknown Type
SmolAgents/050,652,4,1,0.43131725238146157,0,Math,Unknown Type
SmolAgents/051,653,3,1,0.5954201969566483,1,Math,Unknown Type
SmolAgents/052,654,0,0,0.6001985729236495,1,Science,Unknown Type
SmolAgents/053,655,2,1,0.5951633415100706,1,Science,Unknown Type
SmolAgents/054,656,3,1,0.4062163893324792,0,World Knowledge,Unknown Type
SmolAgents/055,657,1,1,0.3122570014397943,0,World Knowledge,Unknown Type
SmolAgents/056,658,1,1,0.5289390171784477,1,World Knowledge,Unknown Type
SmolAgents/057,659,4,0,0.403180603609115,0,World Knowledge,Unknown Type
SmolAgents/058,660,1,1,0.4970442705133198,0,World Knowledge,Unknown Type
SmolAgents/059,661,4,1,0.4722960094952366,0,World Knowledge,Unknown Type
SmolAgents/060,662,1,1,0.4970442705133198,0,World Knowledge,Unknown Type
SmolAgents/061,663,4,1,0.45771124088309406,0,World Knowledge,Unknown Type
SmolAgents/062,664,4,0,0.4077131123853156,0,World Knowledge,Unknown Type
SmolAgents/063,665,4,0,0.5542425421946674,1,World Knowledge,Unknown Type
SmolAgents/064,666,0,0,0.41412533165812415,0,World Knowledge,Unknown Type
SmolAgents/065,667,3,0,0.4158248731874978,0,World Knowledge,Unknown Type
SmolAgents/066,668,0,1,0.4560649530924305,0,World Knowledge,Unknown Type
SmolAgents/067,669,1,0,0.31797107985895473,0,World Knowledge,Unknown Type
SmolAgents/068,670,3,1,0.5003696351105127,1,World Knowledge,Unknown Type
SmolAgents/069,671,4,0,0.5624417842816279,1,World Knowledge,Unknown Type
SmolAgents/070,672,3,0,0.37792876000802356,0,World Knowledge,Unknown Type
SmolAgents/071,673,2,0,0.48348835943106383,0,Science,Unknown Type
SmolAgents/072,674,2,1,0.44225654280891563,0,Science,Unknown Type
SmolAgents/073,675,3,0,0.605594670070127,1,Science,Unknown Type
SmolAgents/074,676,1,0,0.6535455911715575,1,Science,Unknown Type
SmolAgents/075,677,3,0,0.593600118246874,1,Science,Unknown Type
SmolAgents/076,678,1,1,0.46661084590950674,0,Science,Unknown Type
SmolAgents/077,679,4,1,0.4483248728063575,0,Science,Unknown Type
SmolAgents/078,680,0,1,0.7433179816712977,1,Science,Unknown Type
SmolAgents/079,681,2,1,0.29440748813695783,0,Science,Unknown Type
SmolAgents/080,682,0,1,0.4749916004168728,0,Math,Unknown Type
SmolAgents/081,683,1,1,0.4235988789238617,0,Math,Unknown Type
SmolAgents/082,684,1,0,0.49767141117633196,0,Math,Unknown Type
SmolAgents/083,685,3,1,0.3051093900694227,0,Math,Unknown Type
SmolAgents/084,686,3,1,0.27684326002098064,0,Math,Unknown Type
SmolAgents/085,687,4,1,0.5690171887664374,1,Math,Unknown Type
SmolAgents/086,688,0,0,0.5773667631697618,1,Math,Unknown Type
SmolAgents/087,689,1,0,0.48954791469062164,0,Math,Unknown Type
SmolAgents/088,690,3,0,0.574589856000959,1,Math,Unknown Type
SmolAgents/089,691,1,1,0.3850603248108656,0,Math,Unknown Type
SmolAgents/090,692,3,0,0.45820759084084695,0,Math,Unknown Type
